Unnamed: 0,source_dataset,node,source_workflow,process,runtime_s,peak_mem,energy_j,rchar,cpus,concurrent_task_count,cores,ram,cpu_benchmark,io_read,io_write,task_type
20.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3966976.0,72.5064,,1.0,1.0,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_IDXSTATS
21.0,augur_gu,gpgnode-16,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3272704.0,,,1.0,1.0,32.0,64.0,306.15,109.0,91.4,SAMTOOLS_IDXSTATS
22.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3256320.0,,,1.0,1.0,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_IDXSTATS
23.0,augur_gu,gpgnode-15,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,2000.0,3186688.0,165.5577,,1.0,1.0,32.0,64.0,305.84,109.0,90.8,SAMTOOLS_IDXSTATS
24.0,augur_gu,gpgnode-16,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3231744.0,,,1.0,1.0,32.0,64.0,306.15,109.0,91.4,SAMTOOLS_IDXSTATS
25.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3186688.0,76.22385,,1.0,1.0,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_IDXSTATS
26.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3186688.0,72.9089,,1.0,1.0,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_IDXSTATS
27.0,augur_gu,gpgnode-15,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,1000.0,3092480.0,79.2029,,1.0,1.0,32.0,64.0,305.84,109.0,90.8,SAMTOOLS_IDXSTATS
28.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,33000.0,9830400.0,2723.0302,,1.0,1.0,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_STATS
29.0,augur_gu,gpgnode-15,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,36000.0,9302016.0,2998.0242,,1.0,1.0,32.0,64.0,305.84,109.0,90.8,SAMTOOLS_STATS
30.0,augur_gu,gpgnode-16,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,32000.0,9953280.0,2340.6124,,1.0,1.0,32.0,64.0,306.15,109.0,91.4,SAMTOOLS_STATS
31.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,54000.0,9244672.0,4408.9627,,1.0,1.0,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_STATS
32.0,augur_gu,gpgnode-15,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,57000.0,8855552.0,4894.5104,,1.0,1.0,32.0,64.0,305.84,109.0,90.8,SAMTOOLS_STATS
33.0,augur_gu,gpgnode-16,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,56000.0,9039872.0,3961.0641,,1.0,1.0,32.0,64.0,306.15,109.0,91.4,SAMTOOLS_STATS
34.0,augur_gu,gpgnode-13,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,187000.0,9846784.0,15304.664,,1.0,1.0,32.0,64.0,305.89,97.6,90.6,SAMTOOLS_STATS
35.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,182500.0,9928704.0,14932.27105,,1.0,1.5,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_STATS
36.0,augur_gu,gpgnode-14,atacseq,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,150500.0,10043392.0,12148.80015,,1.0,1.5,32.0,64.0,306.01,109.0,90.9,SAMTOOLS_STATS
