Unnamed: 0,source_dataset,node,source_workflow,process,runtime_s,peak_mem,energy_j,rchar,cpus,concurrent_task_count,cores,ram,cpu_benchmark,io_read,io_write,task_type
2348.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,3000.0,23076864.0,335.2438,,2.0,1.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_INDEX
2349.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,5000.0,20533248.0,527.1733,,2.0,0.5,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_INDEX
2350.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,5000.0,20910080.0,514.5851,,2.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_INDEX
2351.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,19000.0,20942848.0,2142.6235,,2.0,1.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_INDEX
2352.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,15500.0,23875584.0,1598.20685,,2.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_INDEX
2353.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,15000.0,18223104.0,1538.313,,2.0,0.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_INDEX
2354.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,3000.0,20324352.0,345.8949,,2.0,2.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_INDEX
2355.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,2000.0,18468864.0,176.3442,,2.0,1.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_INDEX
2356.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,4000.0,22044672.0,421.1382,,2.0,1.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_INDEX
2357.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,2000.0,19222528.0,208.6566,,2.0,1.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_INDEX
2358.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX,3000.0,18061312.0,330.4982,,2.0,1.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_INDEX
2359.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,6500.0,2539800576.0,793.5613,,6.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2360.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,7000.0,2539823104.0,822.1621,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2361.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,11000.0,4243832832.0,1295.3745,,6.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2362.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,11000.0,4243763200.0,1205.4397,,6.0,0.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_SORT
2363.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,12000.0,4243800064.0,1420.7158,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2364.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,65000.0,5669023744.0,6962.311,,6.0,0.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_SORT
2365.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,50000.0,5671395328.0,5365.69505,,6.0,0.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_SORT
2366.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,55000.0,5671690240.0,6712.1696,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2367.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,5500.0,2189654016.0,758.11205,,6.0,0.5,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2368.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,7000.0,2189983744.0,807.2572,,6.0,1.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_SORT
2369.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,5000.0,2092896256.0,601.4455,,6.0,0.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_SORT
2370.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT,6000.0,2092910592.0,748.0197499999999,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2371.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,9000.0,2581667840.0,1055.0743,,6.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2372.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,10000.0,2581598208.0,1193.0674,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2373.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,16000.0,4312551424.0,1971.7817,,6.0,1.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2374.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,96000.0,5668642816.0,11339.1604,,6.0,0.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_SORT
2375.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,68000.0,5669048320.0,8552.796,,6.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2376.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,74500.0,5669212160.0,8908.098750000001,,6.0,0.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_SORT
2377.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,8000.0,2229997568.0,985.0917,,6.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2378.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,8000.0,2230140928.0,965.1989,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2379.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,8000.0,2134151168.0,927.2805,,6.0,0.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_SORT
2380.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,13000.0,2134040576.0,1268.3825,,6.0,0.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_SORT
2381.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_FILTER_BAM:SAMTOOLS_SORT,8000.0,2134052864.0,954.4351,,6.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_SORT
2382.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,4000.0,6959104.0,479.7172,,1.0,4.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_FLAGSTAT
2383.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,4500.0,6944768.0,546.7618,,1.0,5.5,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_FLAGSTAT
2384.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,8000.0,6787072.0,836.7635,,1.0,6.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_FLAGSTAT
2385.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,7000.0,6930432.0,875.3123,,1.0,4.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_FLAGSTAT
2386.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,7000.0,6877184.0,1025.1331,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_FLAGSTAT
2387.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,27000.0,6897664.0,2965.794,,1.0,6.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_FLAGSTAT
2388.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,25000.0,6979584.0,2815.9394,,1.0,4.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_FLAGSTAT
2389.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,27000.0,6873088.0,3336.769,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_FLAGSTAT
2390.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,22000.0,6762496.0,2201.8894,,1.0,3.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_FLAGSTAT
2391.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,22000.0,7057408.0,2736.9377,,1.0,5.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_FLAGSTAT
2392.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,22000.0,6840320.0,2763.0702,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_FLAGSTAT
2393.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,16000.0,7020544.0,1936.0168,,1.0,4.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_FLAGSTAT
2394.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,16500.0,7014400.0,2011.4758,,1.0,5.5,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_FLAGSTAT
2395.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,15000.0,6856704.0,1619.6421,,1.0,3.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_FLAGSTAT
2396.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,16000.0,7020544.0,2045.7286,,1.0,5.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_FLAGSTAT
2397.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,15000.0,7041024.0,1919.7039,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_FLAGSTAT
2398.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3217408.0,95.5296,,1.0,1.5,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_IDXSTATS
2399.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3317760.0,,,1.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_IDXSTATS
2400.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3131392.0,,,1.0,0.5,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_IDXSTATS
2401.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3272704.0,,,1.0,0.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_IDXSTATS
2402.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3125248.0,,,1.0,1.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_IDXSTATS
2403.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3295232.0,,,1.0,1.5,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_IDXSTATS
2404.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3158016.0,177.2151,,1.0,3.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_IDXSTATS
2405.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3194880.0,,,1.0,0.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_IDXSTATS
2406.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3293184.0,,,1.0,0.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_IDXSTATS
2407.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,500.0,3162112.0,177.6381,,1.0,2.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_IDXSTATS
2408.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3309568.0,98.5509,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_IDXSTATS
2409.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3153920.0,,,1.0,3.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_IDXSTATS
2410.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,0.0,3246080.0,,,1.0,1.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_IDXSTATS
2411.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,17500.0,8585216.0,2097.3783,,1.0,3.5,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_STATS
2412.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,18000.0,8421376.0,2361.8938,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_STATS
2413.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,29000.0,8650752.0,3366.4781,,1.0,4.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_STATS
2414.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,30000.0,8650752.0,3197.0987,,1.0,4.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_STATS
2415.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,30000.0,8601600.0,3892.5676,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_STATS
2416.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,89000.0,9687040.0,9829.0345,,1.0,2.0,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_STATS
2417.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,87000.0,9715712.0,9389.4989,,1.0,2.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_STATS
2418.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,87000.0,9777152.0,9741.5174,,1.0,2.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_STATS
2419.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,73500.0,9621504.0,7184.1533,,1.0,2.5,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_STATS
2420.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,76000.0,9625600.0,9437.6725,,1.0,6.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_STATS
2421.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,57000.0,8691712.0,5541.3072,,1.0,1.0,32.0,256.0,1049.8,1380.0,972.0,SAMTOOLS_STATS
2422.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,58000.0,8695808.0,6387.0363,,1.0,5.0,32.0,256.0,1070.4,421.0,492.0,SAMTOOLS_STATS
2423.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,60000.0,8638464.0,7548.5876,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_STATS
2424.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,54500.0,8609792.0,5826.78515,,1.0,2.5,32.0,256.0,1056.95,1362.0,952.0,SAMTOOLS_STATS
2425.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,58000.0,8679424.0,7310.1124,,1.0,5.0,32.0,256.0,1066.66,420.0,499.0,SAMTOOLS_STATS
2426.0,augur_hu,hu-c40,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,141000.0,17489715200.0,15736.187,,6.0,10.0,32.0,256.0,1056.95,1362.0,952.0,PICARD_MARKDUPLICATES
2427.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,136000.0,17516392448.0,12528.0625,,6.0,3.0,32.0,256.0,1049.8,1380.0,972.0,PICARD_MARKDUPLICATES
2428.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,140000.0,17751932928.0,17143.9444,,6.0,2.0,32.0,256.0,1066.66,420.0,499.0,PICARD_MARKDUPLICATES
2429.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,236000.0,19189708800.0,28102.15655,,6.0,3.0,32.0,256.0,1070.4,421.0,492.0,PICARD_MARKDUPLICATES
2430.0,augur_hu,hu-c45,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,236000.0,19186368512.0,27778.4624,,6.0,2.0,32.0,256.0,1066.66,420.0,499.0,PICARD_MARKDUPLICATES
2431.0,augur_hu,hu-c42,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,817000.0,23471439872.0,77212.8507,,6.0,6.0,32.0,256.0,1049.8,1380.0,972.0,PICARD_MARKDUPLICATES
2432.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,831000.0,23468570624.0,93964.796,,6.0,7.0,32.0,256.0,1070.4,421.0,492.0,PICARD_MARKDUPLICATES
2433.0,augur_hu,hu-c44,atacseq,NFCORE_ATACSEQ:ATACSEQ:MERGED_LIBRARY_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES,689500.0,21143046144.0,76292.79585,,6.0,5.5,32.0,256.0,1070.4,421.0,492.0,PICARD_MARKDUPLICATES
