AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.3.521.0,

PROFILE DETAILS
CPU Details:,Family(0x19) Model(0x44)
Sampling Interval:,1000 milli-seconds
Profile Start Time:,Sep-02-2026_01-30-25,
Profile Duration:,4000 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
36.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
38.,core0-power,Power,W,Core0-Average Power reported in Watts.
40.,core1-power,Power,W,Core1-Average Power reported in Watts.
42.,core2-power,Power,W,Core2-Average Power reported in Watts.
44.,core3-power,Power,W,Core3-Average Power reported in Watts.
46.,core4-power,Power,W,Core4-Average Power reported in Watts.
48.,core5-power,Power,W,Core5-Average Power reported in Watts.

PROFILE RECORDS
RecordId,Timestamp,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power
233,1:34:19:775,   27.86,    3.19,    4.23,    3.52,    4.29,    4.31,    3.34
234,1:34:20:776,   29.72,    3.32,    3.69,    3.30,    4.28,    3.73,    2.85
235,1:34:21:784,   28.86,    3.40,    4.59,    2.84,    4.51,    5.11,    3.13
236,1:34:22:785,   29.18,    3.39,    4.54,    2.83,    4.27,    4.71,    3.21
237,1:34:23:793,   28.88,    2.86,    4.54,    2.91,    4.18,    4.61,    3.00
238,1:34:24:802,   25.78,    2.56,    5.15,    2.12,    4.21,    4.41,    2.61
239,1:34:25:802,   24.83,    1.48,    3.60,    2.50,    4.53,    3.88,    1.37
240,1:34:26:806,   26.81,    2.41,    2.80,    3.87,    4.86,    4.50,    2.35
241,1:34:27:807,   23.88,    1.48,    3.97,    2.10,    4.34,    5.60,    1.48
242,1:34:28:807,   24.08,    1.59,    2.84,    1.51,    4.25,    5.95,    1.32
243,1:34:29:811,   28.73,    3.22,    3.33,    1.19,    4.61,    5.50,    2.66
244,1:34:30:810,   27.24,    3.27,    5.12,    1.88,    4.45,    5.29,    2.82
245,1:34:31:815,   25.62,    2.81,    4.34,    2.48,    4.20,    4.26,    2.78
246,1:34:32:823,   27.37,    3.16,    3.72,    2.24,    4.59,    3.96,    2.57
247,1:34:33:831,   29.93,    3.70,    4.50,    1.98,    4.32,    4.62,    3.30
248,1:34:34:838,   29.33,    3.33,    4.87,    2.73,    4.36,    5.31,    2.90
249,1:34:35:847,   25.76,    2.29,    4.47,    2.25,    3.80,    5.82,    1.77
250,1:34:36:847,   21.45,    1.27,    6.06,    1.68,    4.48,    3.25,    1.11
251,1:34:37:856,   23.98,    1.86,    3.22,    0.95,    4.47,    4.45,    1.94
252,1:34:38:857,   27.61,    2.73,    2.69,    1.54,    4.57,    5.51,    3.16
253,1:34:39:858,   24.19,    1.55,    4.21,    2.08,    3.83,    5.63,    2.11
254,1:34:40:865,   25.64,    2.26,    4.50,    1.04,    4.49,    4.24,    1.94
255,1:34:41:870,   27.29,    3.45,    4.76,    1.66,    4.58,    4.33,    2.83
256,1:34:42:876,   26.13,    3.11,    4.73,    2.26,    4.16,    4.62,    2.58
257,1:34:43:879,   27.94,    3.10,    4.11,    1.94,    4.55,    4.15,    2.75
258,1:34:44:883,   27.58,    3.16,    4.57,    2.46,    4.56,    4.43,    2.67
259,1:34:45:886,   29.42,    3.68,    4.59,    1.88,    4.38,    5.02,    3.38
260,1:34:46:890,   26.31,    2.15,    4.70,    2.51,    4.02,    4.65,    1.98
261,1:34:47:897,   23.17,    1.65,    5.31,    1.64,    4.25,    4.69,    1.39
262,1:34:48:902,   21.53,    1.31,    3.38,    1.31,    4.70,    4.96,    1.32
263,1:34:49:908,   28.38,    3.20,    1.89,    0.98,    4.46,    5.77,    3.15
264,1:34:50:915,   23.86,    1.28,    3.95,    2.33,    4.01,    5.73,    1.01
265,1:34:51:918,   25.12,    1.97,    2.14,    1.54,    4.95,    6.61,    2.14
266,1:34:52:924,   28.18,    3.37,    3.60,    1.54,    4.63,    5.28,    2.89
267,1:34:53:930,   26.25,    3.20,    5.02,    2.10,    4.14,    4.71,    2.85
268,1:34:54:939,   28.24,    3.00,    4.17,    2.29,    4.47,    4.19,    3.08
269,1:34:55:941,   27.73,    3.14,    4.36,    3.07,    4.57,    4.39,    2.94
270,1:34:56:944,   28.05,    3.20,    4.60,    2.28,    4.25,    4.59,    2.70
271,1:34:57:948,   31.67,    4.28,    4.55,    1.83,    4.39,    5.37,    3.46
272,1:34:58:950,   26.29,    2.79,    5.35,    2.74,    3.75,    5.52,    1.78
273,1:34:59:958,   21.63,    1.37,    5.70,    1.25,    4.03,    4.07,    1.15
274,1:35:0:960,   24.10,    1.95,    3.39,    1.03,    4.55,    4.30,    1.71
275,1:35:1:962,   27.49,    2.32,    4.20,    1.54,    4.58,    4.06,    2.02
276,1:35:2:969,   24.46,    1.72,    4.75,    2.48,    3.75,    5.90,    1.46
277,1:35:3:979,   26.07,    2.39,    4.28,    1.14,    4.82,    4.68,    1.77
278,1:35:4:981,   26.51,    3.26,    5.31,    1.98,    4.40,    4.26,    3.06
279,1:35:5:984,   29.38,    3.57,    4.36,    2.79,    3.36,    4.11,    3.35
280,1:35:6:993,   26.82,    2.94,    4.15,    3.55,    4.59,    4.33,    3.20
281,1:35:7:995,   26.92,    2.99,    4.05,    2.67,    4.59,    4.11,    3.24
282,1:35:9:003,   29.44,    3.26,    3.97,    2.53,    4.32,    3.94,    2.95
283,1:35:10:012,   31.28,    3.94,    4.94,    3.08,    4.40,    4.69,    3.40
284,1:35:11:013,   24.33,    1.96,    5.36,    2.89,    3.95,    5.50,    1.80
285,1:35:12:021,   21.36,    1.49,    4.22,    1.47,    4.38,    4.55,    1.09
286,1:35:13:021,   23.34,    1.66,    5.78,    0.90,    4.48,    1.75,    1.48
287,1:35:14:027,   27.96,    2.97,    3.47,    1.31,    4.63,    4.60,    2.76
288,1:35:15:029,   22.51,    1.16,    5.93,    2.69,    4.50,    3.78,    0.96
289,1:35:16:030,   27.59,    2.68,    4.10,    0.90,    4.63,    4.35,    2.48
290,1:35:17:031,   27.10,    3.23,    5.11,    2.31,    4.57,    4.27,    2.88
291,1:35:18:037,   26.13,    3.11,    4.43,    2.32,    4.20,    4.47,    2.79
292,1:35:19:038,   27.88,    3.52,    4.36,    2.46,    4.12,    4.07,    3.21
293,1:35:20:046,   27.70,    3.52,    4.54,    2.92,    4.20,    4.36,    3.22
294,1:35:21:049,   25.17,    2.95,    4.49,    3.14,    4.27,    4.35,    2.77
295,1:35:22:049,   26.35,    3.38,    3.93,    2.40,    4.13,    3.96,    3.00
296,1:35:23:049,   27.85,    3.63,    4.19,    2.75,    4.21,    4.09,    3.42
297,1:35:24:056,   24.04,    2.78,    4.54,    3.11,    4.31,    4.25,    2.40
298,1:35:25:065,   27.05,    3.16,    3.85,    2.26,    3.96,    3.63,    2.86
299,1:35:26:073,   24.50,    2.92,    4.47,    2.62,    4.30,    4.05,    2.54
300,1:35:27:075,   25.31,    1.78,    3.99,    2.12,    4.09,    4.04,    1.54
301,1:35:28:075,   24.54,    2.82,    4.37,    1.30,    4.58,    5.10,    2.44
302,1:35:29:078,   25.89,    3.22,    4.25,    2.13,    4.14,    3.69,    2.68
303,1:35:30:082,   26.52,    3.29,    4.49,    2.32,    4.28,    4.02,    2.95
304,1:35:31:088,   27.23,    2.89,    4.26,    2.74,    4.23,    3.99,    2.68
305,1:35:32:097,   23.47,    1.52,    4.40,    2.43,    4.47,    4.76,    1.29
306,1:35:33:103,   25.87,    3.13,    3.92,    1.27,    4.46,    4.66,    2.84
307,1:35:34:112,   26.58,    3.25,    4.17,    2.58,    4.04,    3.90,    2.68
308,1:35:35:119,   26.23,    3.21,    4.26,    2.44,    4.35,    4.58,    2.74
309,1:35:36:123,   25.38,    2.14,    4.49,    2.47,    4.22,    4.24,    1.77
310,1:35:37:127,   26.37,    2.20,    4.44,    1.65,    4.41,    4.43,    2.00
311,1:35:38:131,   27.31,    3.51,    4.03,    1.87,    4.63,    5.48,    3.24
312,1:35:39:137,   25.61,    2.69,    4.45,    2.94,    4.35,    4.20,    2.40
313,1:35:40:144,   23.50,    1.80,    3.90,    2.24,    4.25,    4.50,    1.55
314,1:35:41:152,   24.95,    2.88,    3.56,    1.41,    4.41,    4.98,    2.37
315,1:35:42:161,   24.93,    2.90,    4.00,    2.15,    4.11,    4.26,    2.49
316,1:35:43:166,   23.33,    2.78,    3.97,    2.29,    4.05,    3.93,    2.46
317,1:35:44:169,   25.27,    2.95,    3.82,    2.10,    3.91,    3.59,    2.48
318,1:35:45:174,   31.05,    3.91,    4.43,    2.15,    4.15,    3.94,    3.80
319,1:35:46:178,   25.67,    1.85,    4.36,    3.89,    3.97,    4.28,    1.58
320,1:35:47:187,   26.50,    2.83,    5.91,    1.45,    4.49,    3.33,    2.51
321,1:35:48:191,   26.38,    3.19,    4.26,    2.21,    4.37,    4.41,    2.87
322,1:35:49:197,   25.84,    2.96,    4.32,    2.45,    4.27,    4.28,    2.60
323,1:35:50:202,   23.93,    1.34,    4.31,    2.27,    4.11,    4.22,    1.27
324,1:35:51:210,   25.30,    2.83,    3.14,    1.03,    4.54,    5.99,    2.65
325,1:35:52:215,   26.70,    3.15,    4.22,    2.37,    4.28,    3.79,    3.15
326,1:35:53:219,   23.69,    2.73,    4.04,    2.82,    4.30,    3.98,    2.44
327,1:35:54:222,   30.97,    3.75,    3.61,    2.30,    3.85,    3.48,    3.67
328,1:35:55:226,   28.99,    3.48,    4.30,    3.80,    3.80,    3.79,    3.44
329,1:35:56:228,   25.08,    2.44,    4.12,    3.50,    3.97,    3.86,    2.14
330,1:35:57:233,   24.33,    2.72,    4.34,    1.72,    4.34,    4.30,    2.38
331,1:35:58:236,   24.78,    1.79,    4.23,    2.13,    4.12,    3.63,    1.48
332,1:35:59:243,   23.88,    2.52,    5.16,    0.89,    4.26,    4.37,    2.26
333,1:36:0:243,   25.29,    2.39,    4.07,    2.00,    4.08,    3.93,    2.19
334,1:36:1:248,   26.94,    3.04,    5.12,    1.83,    4.29,    3.27,    2.58
335,1:36:2:255,   26.54,    2.13,    4.04,    2.39,    4.32,    4.91,    2.83
336,1:36:3:261,   25.83,    2.90,    5.27,    1.65,    4.63,    3.75,    3.05
337,1:36:4:261,   21.83,    1.58,    3.97,    2.36,    4.42,    3.68,    1.37
338,1:36:5:268,   25.72,    3.04,    2.81,    0.85,    4.12,    5.14,    2.63
339,1:36:6:273,   26.02,    3.02,    4.35,    2.33,    4.08,    4.08,    2.78
340,1:36:7:280,   27.36,    3.39,    4.39,    2.21,    4.13,    4.31,    2.94
341,1:36:8:283,   26.35,    3.21,    4.73,    2.42,    4.24,    4.67,    2.84
342,1:36:9:291,   25.50,    3.06,    4.24,    2.45,    4.06,    4.24,    2.72
343,1:36:10:295,   23.26,    2.64,    4.27,    2.31,    4.15,    4.19,    2.33
344,1:36:11:301,   26.96,    3.17,    3.78,    1.91,    3.84,    3.82,    2.88
345,1:36:12:302,   23.13,    1.84,    4.52,    2.24,    4.26,    4.49,    1.56
346,1:36:13:307,   27.22,    2.85,    4.43,    1.46,    4.22,    3.73,    2.84
347,1:36:14:315,   24.24,    1.25,    4.65,    2.62,    4.48,    4.32,    1.04
348,1:36:15:322,   15.73,    1.08,    4.98,    0.85,    4.01,    5.12,    0.84
349,1:36:16:328,   17.06,    1.88,    2.74,    0.67,    3.19,    2.25,    1.59
350,1:36:17:330,   25.46,    3.24,    2.42,    1.34,    3.10,    2.55,    2.85
351,1:36:18:333,   23.92,    2.81,    4.09,    2.57,    3.94,    4.11,    2.22
352,1:36:19:333,   27.59,    3.11,    3.73,    1.61,    4.32,    3.82,    2.78
353,1:36:20:342,   28.55,    3.53,    4.66,    1.91,    4.33,    4.44,    2.96
354,1:36:21:351,   28.90,    4.16,    4.84,    2.11,    4.41,    5.02,    3.52
355,1:36:22:351,   30.77,    4.59,    4.89,    2.25,    3.98,    4.47,    3.95
356,1:36:23:355,   28.77,    3.65,    5.49,    1.82,    3.56,    4.80,    3.30
357,1:36:24:355,   25.87,    2.40,    4.22,    2.67,    4.04,    4.75,    2.26
358,1:36:25:359,   26.74,    3.14,    4.60,    1.97,    4.39,    3.94,    2.49
359,1:36:26:363,   22.61,    2.71,    4.71,    1.92,    4.13,    4.77,    2.36
360,1:36:27:364,   23.78,    2.37,    3.60,    2.08,    3.81,    3.56,    2.25
361,1:36:28:368,   25.99,    2.30,    3.12,    1.90,    4.06,    4.51,    2.21
362,1:36:29:375,   23.76,    1.33,    5.05,    1.91,    4.52,    3.92,    1.07
363,1:36:30:382,   20.73,    1.43,    4.48,    0.95,    3.97,    5.25,    1.23
364,1:36:31:386,   12.70,    1.00,    4.17,    1.03,    3.51,    3.45,    1.12
365,1:36:32:386,   26.73,    3.26,    1.48,    0.88,    2.91,    1.31,    2.82
366,1:36:33:389,   26.37,    3.03,    4.07,    2.34,    4.39,    4.28,    2.45
367,1:36:34:393,   27.45,    3.26,    4.60,    1.39,    4.42,    4.69,    2.81
368,1:36:35:397,   29.71,    3.82,    4.50,    2.16,    4.39,    4.57,    3.31
369,1:36:36:405,   29.36,    3.96,    5.03,    2.39,    4.00,    4.93,    3.15
370,1:36:37:409,   25.38,    2.37,    4.43,    2.31,    3.91,    5.35,    2.28
371,1:36:38:409,   27.95,    3.14,    3.87,    2.06,    4.36,    4.15,    2.70
372,1:36:39:415,   25.99,    3.26,    5.14,    2.10,    4.35,    4.62,    3.00
373,1:36:40:418,   25.06,    3.02,    4.09,    2.63,    3.96,    4.21,    2.71
374,1:36:41:426,   25.10,    2.03,    3.83,    2.31,    3.94,    3.95,    1.91
375,1:36:42:435,   24.24,    1.59,    4.02,    1.71,    4.46,    5.16,    1.34
376,1:36:43:440,   24.20,    1.17,    5.63,    1.25,    4.47,    3.61,    0.89
377,1:36:44:443,   23.49,    1.48,    5.45,    0.72,    3.95,    4.90,    1.19
378,1:36:45:448,   10.60,    0.78,    5.08,    1.08,    3.74,    4.14,    0.66
379,1:36:46:454,   23.17,    2.76,    1.20,    0.57,    2.47,    1.27,    2.41
380,1:36:47:461,   25.73,    2.85,    3.70,    2.08,    3.92,    3.52,    2.29
381,1:36:48:463,   27.11,    3.08,    4.39,    1.60,    4.53,    4.42,    2.65
382,1:36:49:472,   29.37,    3.58,    4.46,    1.93,    4.32,    4.33,    3.13
383,1:36:50:477,   28.96,    4.08,    4.93,    2.35,    4.39,    5.49,    2.94
384,1:36:51:479,   25.71,    2.38,    5.06,    1.56,    3.64,    5.29,    2.25
385,1:36:52:484,   26.97,    2.90,    4.78,    2.07,    4.35,    3.54,    2.64
386,1:36:53:490,   28.31,    3.44,    4.95,    2.36,    4.51,    3.81,    2.97
387,1:36:54:498,   26.35,    3.25,    4.93,    2.32,    4.12,    4.74,    2.91
388,1:36:55:507,   26.24,    2.72,    4.37,    2.59,    4.16,    4.25,    2.63
389,1:36:56:516,   26.03,    2.17,    4.53,    2.16,    4.33,    4.23,    1.95
390,1:36:57:519,   23.25,    1.50,    4.59,    1.82,    4.25,    4.84,    1.28
391,1:36:58:524,    9.04,    0.64,    4.35,    1.14,    3.97,    4.42,    0.59
392,1:36:59:524,   23.25,    2.54,    0.91,    0.51,    2.22,    0.84,    2.22
393,1:37:0:533,   26.28,    3.05,    3.66,    1.92,    4.02,    3.39,    2.30
394,1:37:1:539,   27.51,    3.19,    4.88,    1.58,    4.46,    4.32,    2.66
395,1:37:2:544,   28.43,    3.39,    4.23,    2.15,    4.33,    4.66,    2.83
396,1:37:3:544,   29.80,    4.00,    4.84,    2.25,    4.31,    5.03,    3.49
397,1:37:4:549,   25.70,    2.54,    5.05,    2.41,    3.80,    4.71,    2.34
398,1:37:5:552,   27.04,    2.91,    4.09,    2.09,    4.35,    4.02,    2.48
399,1:37:6:558,   27.08,    3.40,    5.21,    1.87,    4.35,    4.21,    3.10
400,1:37:7:559,   24.93,    2.13,    4.40,    2.51,    4.15,    4.39,    1.84
401,1:37:8:567,   23.87,    1.69,    3.23,    1.64,    4.31,    5.48,    1.59
402,1:37:9:569,   23.34,    0.97,    5.76,    1.27,    4.44,    2.86,    0.67
403,1:37:10:569,   23.24,    1.48,    5.17,    0.57,    3.86,    5.11,    1.21
404,1:37:11:572,   12.07,    1.00,    4.80,    0.99,    3.67,    4.33,    0.85
405,1:37:12:573,   23.45,    2.67,    1.81,    0.66,    2.65,    1.34,    2.44
406,1:37:13:579,   24.70,    2.96,    3.67,    2.12,    3.83,    3.61,    2.57
407,1:37:14:583,   25.59,    2.90,    3.99,    2.20,    4.10,    3.97,    2.20
408,1:37:15:584,   27.29,    3.04,    4.76,    1.40,    4.49,    4.15,    2.90
409,1:37:16:586,   29.32,    3.65,    4.39,    1.92,    4.41,    4.19,    2.90
410,1:37:17:588,   28.16,    4.27,    4.85,    2.25,    4.27,    5.52,    4.21
411,1:37:18:589,   29.46,    3.70,    4.35,    1.76,    3.25,    4.15,    3.34
412,1:37:19:591,   26.40,    2.65,    4.82,    2.12,    3.67,    5.26,    2.65
413,1:37:20:594,   27.42,    2.98,    4.32,    2.30,    4.34,    4.14,    2.53
414,1:37:21:601,   24.53,    2.95,    5.22,    1.96,    4.38,    4.21,    2.51
415,1:37:22:607,   27.37,    3.53,    3.97,    2.08,    4.03,    4.04,    3.26
416,1:37:23:607,   26.24,    2.45,    4.31,    2.96,    4.19,    4.27,    2.34
417,1:37:24:614,   23.83,    1.49,    4.79,    2.16,    4.47,    4.18,    1.23
418,1:37:25:619,   23.53,    1.17,    4.70,    1.11,    4.23,    4.71,    0.96
419,1:37:26:619,   11.25,    0.98,    5.46,    0.78,    3.90,    4.42,    0.87
420,1:37:27:629,   22.09,    2.56,    1.27,    0.76,    2.43,    1.25,    2.34
421,1:37:28:632,   28.89,    3.61,    3.48,    2.03,    3.76,    3.33,    3.16
422,1:37:29:636,   27.00,    3.16,    4.72,    2.52,    4.40,    4.78,    2.74
423,1:37:30:636,   29.26,    3.42,    4.66,    2.14,    4.41,    4.26,    3.31
424,1:37:31:645,   29.61,    4.25,    4.81,    2.43,    4.23,    4.93,    4.08
425,1:37:32:655,   26.43,    2.73,    4.72,    2.08,    3.39,    4.86,    2.57
426,1:37:33:656,   25.49,    2.50,    4.17,    2.32,    4.34,    4.55,    2.15
427,1:37:34:661,   29.20,    3.77,    3.73,    1.81,    4.39,    4.49,    3.33
428,1:37:35:663,   25.14,    2.87,    5.05,    2.66,    4.15,    4.98,    2.52
429,1:37:36:670,   13.77,    1.40,    4.17,    2.17,    4.14,    3.90,    1.33
430,1:37:37:673,   24.56,    2.87,    1.86,    1.18,    2.77,    1.75,    2.58
431,1:37:38:676,   25.24,    3.12,    3.99,    2.31,    4.05,    3.77,    2.72
432,1:37:39:684,   27.56,    3.48,    4.06,    2.46,    4.07,    3.96,    3.13
433,1:37:40:684,   24.05,    2.77,    4.48,    2.87,    4.27,    4.46,    2.48
434,1:37:41:690,   26.41,    3.03,    3.92,    2.23,    4.05,    3.71,    2.82
435,1:37:42:696,   27.37,    3.48,    4.19,    2.39,    4.20,    4.20,    3.22
436,1:37:43:698,   11.42,    0.74,    4.46,    2.92,    4.40,    4.32,    0.68
437,1:37:44:702,   24.03,    2.86,    1.85,    0.57,    2.69,    1.00,    2.57
438,1:37:45:704,   26.26,    3.39,    3.83,    2.25,    3.79,    3.65,    3.09
439,1:37:46:705,   25.42,    3.06,    4.21,    2.76,    4.19,    4.19,    2.49
440,1:37:47:708,   25.58,    2.92,    4.12,    2.30,    4.05,    4.33,    2.66
441,1:37:48:708,    9.77,    0.80,    4.29,    2.32,    4.21,    3.85,    0.70
442,1:37:49:709,   23.97,    2.78,    1.09,    0.59,    2.26,    1.05,    2.38
443,1:37:50:710,   27.72,    3.54,    3.81,    2.24,    3.97,    3.69,    3.25
444,1:37:51:716,   23.86,    2.72,    4.39,    2.99,    4.25,    4.46,    2.41
445,1:37:52:719,   24.47,    2.81,    3.86,    2.18,    4.04,    3.85,    2.27
446,1:37:53:728,   24.35,    1.96,    3.67,    1.62,    4.35,    3.82,    1.85
447,1:37:54:737,   24.16,    2.43,    4.40,    1.67,    4.42,    3.93,    2.30
448,1:37:55:745,   22.76,    2.05,    4.63,    1.90,    3.96,    3.46,    1.37
449,1:37:56:749,   23.05,    1.72,    4.04,    1.24,    4.27,    3.79,    1.45
450,1:37:57:749,   23.75,    1.49,    3.58,    1.28,    4.44,    5.00,    1.20
451,1:37:58:751,   20.31,    1.06,    1.88,    1.87,    4.29,    6.50,    0.76
452,1:37:59:753,   22.62,    1.47,    2.38,    0.62,    4.72,    4.97,    1.81
453,1:38:0:757,   20.52,    1.00,    3.51,    1.25,    4.10,    4.34,    0.75
454,1:38:1:758,   21.38,    1.28,    1.62,    0.71,    4.23,    6.15,    1.64
455,1:38:2:765,   20.36,    1.07,    3.07,    0.99,    3.95,    4.48,    0.98
456,1:38:3:765,   24.21,    1.66,    4.03,    0.89,    3.76,    3.42,    2.05
457,1:38:4:771,   19.52,    1.01,    3.91,    1.55,    4.52,    4.30,    0.86
458,1:38:5:772,   22.13,    0.96,    2.73,    0.72,    3.65,    4.68,    1.66
459,1:38:6:772,   20.73,    0.97,    3.22,    0.78,    4.52,    4.42,    1.16
460,1:38:7:779,   22.80,    1.26,    5.27,    1.20,    3.67,    2.27,    1.35
461,1:38:8:783,   14.54,    0.94,    5.45,    1.43,    4.44,    2.86,    0.80
462,1:38:9:788,   24.42,    2.67,    2.97,    0.77,    3.19,    1.15,    3.26
463,1:38:10:797,   20.38,    2.17,    3.57,    2.55,    4.05,    3.43,    1.97
464,1:38:11:799,   18.02,    1.45,    2.86,    1.73,    3.75,    3.35,    1.86
465,1:38:12:805,   24.70,    2.82,    2.50,    1.26,    3.82,    2.30,    2.68
466,1:38:13:809,   13.57,    0.89,    3.40,    2.49,    4.18,    4.38,    1.15
467,1:38:14:811,   24.35,    2.99,    1.72,    0.53,    3.23,    1.33,    2.58
468,1:38:15:814,   27.45,    3.33,    3.94,    2.34,    3.99,    3.97,    3.11
469,1:38:16:823,   27.25,    3.26,    4.41,    2.75,    4.45,    4.44,    3.01
470,1:38:17:833,   25.43,    1.88,    4.14,    2.49,    4.33,    4.26,    2.11
471,1:38:18:840,   25.43,    2.68,    4.64,    1.53,    4.50,    4.01,    2.44
472,1:38:19:844,   23.45,    1.68,    4.93,    2.16,    4.17,    3.58,    1.43
473,1:38:20:847,   20.80,    0.87,    4.46,    1.14,    4.39,    4.20,    0.69
474,1:38:21:847,   20.58,    0.97,    2.63,    0.63,    4.19,    5.37,    0.92
475,1:38:22:848,   20.18,    1.01,    3.78,    0.78,    4.17,    4.09,    0.87
476,1:38:23:850,   24.14,    1.77,    3.06,    0.75,    3.86,    4.58,    2.50
477,1:38:24:851,   21.25,    1.17,    4.38,    1.50,    4.30,    3.80,    0.91
478,1:38:25:852,   24.10,    1.80,    2.80,    0.71,    4.45,    4.84,    1.94
479,1:38:26:855,   22.14,    1.26,    2.42,    1.55,    3.91,    5.83,    1.22
480,1:38:27:854,   22.34,    1.05,    3.31,    1.02,    4.39,    4.69,    1.78
481,1:38:28:857,   19.98,    0.93,    6.30,    0.73,    4.20,    1.77,    0.79
482,1:38:29:863,   21.33,    1.12,    5.16,    0.66,    3.97,    2.09,    1.28
483,1:38:30:864,   22.46,    1.33,    2.80,    0.90,    4.17,    4.92,    1.12
484,1:38:31:868,   13.09,    0.83,    3.25,    1.05,    4.30,    4.74,    1.26
485,1:38:32:873,   25.67,    3.09,    1.49,    0.58,    3.32,    1.13,    2.77
486,1:38:33:874,   28.22,    3.28,    4.16,    2.45,    4.12,    4.20,    3.26
487,1:38:34:875,   22.87,    1.62,    4.48,    2.78,    4.69,    4.08,    1.17
488,1:38:35:875,   23.35,    1.35,    5.92,    1.06,    4.10,    2.39,    1.25
489,1:38:36:876,   21.36,    1.16,    2.34,    0.98,    4.78,    6.08,    1.20
490,1:38:37:883,   21.19,    1.14,    6.15,    1.02,    3.84,    1.68,    0.97
491,1:38:38:883,   21.73,    1.15,    4.16,    0.72,    3.94,    4.40,    1.19
492,1:38:39:883,   22.47,    1.63,    3.89,    0.88,    4.17,    4.17,    1.52
493,1:38:40:884,   25.83,    2.20,    2.18,    1.44,    4.00,    6.06,    1.94
494,1:38:41:888,   22.02,    1.94,    4.41,    1.10,    4.44,    4.84,    1.07
495,1:38:42:893,   22.62,    1.33,    2.43,    0.85,    3.82,    5.73,    1.61
496,1:38:43:895,   19.90,    1.03,    5.70,    1.11,    4.15,    2.05,    0.84
497,1:38:44:904,   22.47,    1.15,    3.97,    0.71,    3.76,    3.25,    1.42
498,1:38:45:910,   15.80,    0.83,    4.40,    1.33,    4.31,    3.81,    0.76
499,1:38:46:919,   19.57,    1.70,    1.31,    0.64,    3.43,    3.70,    2.12
500,1:38:47:924,   26.78,    3.04,    2.82,    1.33,    4.22,    2.41,    2.71
501,1:38:48:927,   23.17,    1.57,    3.98,    2.17,    4.38,    4.28,    1.47
502,1:38:49:935,   23.24,    2.58,    2.06,    1.30,    4.24,    6.18,    2.17
503,1:38:50:944,   23.96,    1.69,    3.71,    1.89,    3.97,    3.99,    1.61
504,1:38:51:953,   22.02,    1.14,    3.16,    1.07,    4.56,    5.34,    1.05
505,1:38:52:959,   20.13,    0.86,    4.05,    0.97,    4.19,    4.21,    0.80
506,1:38:53:965,   21.22,    1.09,    5.60,    0.68,    3.88,    1.98,    0.96
507,1:38:54:966,   22.63,    1.43,    6.62,    0.85,    4.17,    1.43,    1.47
508,1:38:55:972,   22.30,    1.67,    3.72,    1.37,    4.47,    4.12,    1.37
509,1:38:56:979,   23.25,    1.24,    2.73,    0.91,    4.01,    5.81,    1.38
510,1:38:57:985,   20.65,    1.05,    6.49,    1.33,    4.31,    1.71,    0.90
511,1:38:58:986,   22.81,    1.37,    3.24,    0.82,    4.14,    4.39,    1.54
512,1:38:59:986,   21.17,    1.16,    6.02,    0.94,    4.34,    2.02,    1.03
513,1:39:0:996,   24.90,    1.92,    4.76,    0.95,    3.89,    2.91,    2.00
514,1:39:1:996,   19.34,    0.95,    4.46,    1.85,    4.45,    4.24,    0.87
515,1:39:3:003,   13.95,    0.84,    1.90,    0.67,    4.07,    4.71,    1.55
516,1:39:4:012,   28.48,    3.65,    1.72,    0.61,    3.35,    1.26,    3.44
517,1:39:5:021,   27.77,    3.44,    4.56,    3.17,    4.40,    4.58,    3.36
518,1:39:6:023,   23.41,    2.77,    4.36,    3.06,    4.54,    4.22,    2.35
519,1:39:7:029,   27.13,    3.36,    3.65,    2.20,    3.91,    3.65,    3.00
520,1:39:8:038,   25.90,    2.47,    4.18,    2.51,    4.42,    4.19,    2.31
521,1:39:9:038,   23.33,    2.09,    4.84,    2.05,    4.62,    3.72,    2.09
522,1:39:10:044,   24.12,    2.50,    3.89,    1.55,    4.01,    3.87,    2.49
523,1:39:11:048,   14.01,    1.13,    3.42,    2.13,    4.21,    4.09,    1.22
524,1:39:12:051,   26.36,    2.59,    1.86,    0.83,    3.16,    1.52,    2.48
525,1:39:13:058,   10.60,    0.64,    4.84,    2.01,    4.45,    4.03,    0.90
526,1:39:14:059,   26.41,    3.16,    1.13,    0.46,    2.67,    1.04,    2.75
527,1:39:15:061,   13.20,    0.92,    4.69,    2.45,    4.27,    4.21,    0.82
528,1:39:16:065,   20.69,    2.44,    1.43,    0.68,    2.82,    2.32,    2.17
529,1:39:17:067,   19.35,    1.24,    3.15,    1.96,    3.58,    3.16,    1.05
530,1:39:18:075,   17.40,    1.78,    3.82,    0.91,    3.81,    3.12,    1.34
531,1:39:19:074,   24.29,    2.63,    2.29,    1.32,    3.32,    2.59,    2.30
532,1:39:20:079,   10.19,    0.79,    3.72,    2.04,    4.06,    4.43,    0.67
533,1:39:21:082,   27.34,    3.31,    1.03,    0.60,    2.36,    1.08,    3.01
