AMDPROFILER POWER PROFILE REPORT,,,,,,,,,,
,,,,,,,,,,
AMDuProfCLI.exe Version 5.3.521.0,,,,,,,,,,
,,,,,,,,,,
LAUNCHED APPLICATION DETAILS,,,,,,,,,,
Target Path:,C:\Windows\System32\cmd.exe,,,,,,,,,
Command Line Arguments:,/c timeout 3600 ,,,,,,,,,
Working Directory:,C:\Program Files\AMD\AMDuProf\bin,,,,,,,,,
CPU Core Affinity Mask:,,,,,,,,,,
,,,,,,,,,,
PROFILE DETAILS,,,,,,,,,,
CPU Details:,Family(0x17) Model(0x60),,,,,,,,,
Sampling Interval:,1000 milli-seconds,,,,,,,,,
Profile Start Time:,Jul-26-2026_15-49-32,,,,,,,,,
,,,,,,,,,,
PROFILED COUNTERS,,,,,,,,,,
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION,,,,,,
48,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.,,,,,,
50,core0-power,Power,W,Core0-Average Power reported in Watts.,,,,,,
52,core1-power,Power,W,Core1-Average Power reported in Watts.,,,,,,
54,core2-power,Power,W,Core2-Average Power reported in Watts.,,,,,,
56,core3-power,Power,W,Core3-Average Power reported in Watts.,,,,,,
58,core4-power,Power,W,Core4-Average Power reported in Watts.,,,,,,
60,core5-power,Power,W,Core5-Average Power reported in Watts.,,,,,,
62,core6-power,Power,W,Core6-Average Power reported in Watts.,,,,,,
64,core7-power,Power,W,Core7-Average Power reported in Watts.,,,,,,
,,,,,,,,,,
PROFILE RECORDS,,,,,,,,,,
254,15:53:47:721,24.33,4.47,2.15,1.43,1.13,6.12,1.18,1.55,1.28
255,15:53:48:721,20.64,1.59,0.63,1.17,3.35,4.47,1.2,1.46,0.86
256,15:53:49:725,22.33,0.96,1.11,0.99,1.96,5.48,3.67,0.83,0.71
257,15:53:50:733,27.31,4.26,2.95,2.24,2.53,2.78,3.03,2.28,1.61
258,15:53:51:733,29.71,2.8,3.58,3.24,2.9,3.47,2.88,3.24,3.04
259,15:53:52:742,38.96,4.37,4.56,3.98,4.39,4.38,4.72,4.87,4.47
260,15:53:53:742,30.53,3.6,3.14,2.27,5.35,3.01,3.53,2.57,2.73
261,15:53:54:746,26.71,2.26,2.25,2.05,5.44,2.32,3.01,2.01,1.92
262,15:53:55:751,22.76,1.49,1.53,1.28,4.18,1.06,1.8,2.78,1.84
263,15:53:56:759,30.72,3.33,3.1,4.29,5.74,2.5,2.35,1.91,3.16
264,15:53:57:764,24.37,4,4.07,1.67,3.19,1.77,1.16,1.27,2.17
265,15:53:58:769,27.94,2.85,2.37,1.69,2.55,3.02,4.74,2.44,2.57
266,15:53:59:776,27.8,3.14,3.13,2.22,3.28,2.86,3.09,2.17,2.49
267,15:54:0:779,35.38,3.78,4.11,4.11,3.87,4.9,3.33,3.48,3.6
268,15:54:1:785,27.99,2.11,2.27,2.18,2.18,4.2,3.3,3.6,2.86
269,15:54:2:792,32.57,3.23,3.92,3.5,4.36,3.52,3.58,3.28,3.1
270,15:54:3:796,27.39,2.02,3.12,2.55,1.65,4.74,3.85,2.55,1.78
271,15:54:4:801,30.87,3.99,4.22,3.56,2.69,2.98,3.7,2.73,2.33
272,15:54:5:807,23.76,2.8,2.26,2.52,2.36,1.59,3.06,1.93,1.68
273,15:54:6:808,29.27,3.42,2.51,2.96,2.82,3.15,3.3,3.95,2.75
274,15:54:7:810,31.91,2.65,3.3,4.18,3.98,3.26,3.13,3.03,3.63
275,15:54:8:816,31.21,3.65,2.94,3.45,3.02,3.06,3.34,3.55,3.49
276,15:54:9:821,29.68,5.39,3.25,3.25,3.84,2.39,2.42,2.07,2.04
277,15:54:10:822,24.98,1.76,2.45,3.44,2.8,1.7,3.57,2.53,1.82
278,15:54:11:824,22.98,1.99,2.43,2.96,0.77,2.96,2.72,1.14,0.82
279,15:54:12:828,30.4,2.67,3.49,2.99,3.65,4.06,3.59,2.44,3.55
280,15:54:13:833,25.57,3.66,3.11,3.54,2.81,2.59,2.24,1.9,0.77
281,15:54:14:838,22.73,4.98,3.37,1.17,1.31,1.57,1.61,1.59,0.84
282,15:54:15:846,27.55,4.33,3.35,2.74,2.62,2.58,2.44,2.41,2.1
283,15:54:16:851,31,3.61,4.35,2.84,3.55,3.1,3.17,2.42,2.84
284,15:54:17:854,32.09,4.39,3.34,3.29,3.54,3.56,3.36,3.47,2.73
285,15:54:18:860,32.68,4.98,3.95,3.22,3.52,2.96,3.15,3.81,3.05
286,15:54:19:862,23.46,1.42,2.56,4.55,1.53,1.45,0.99,3.91,1.02
287,15:54:20:870,19.15,0.61,0.72,0.54,2.01,0.79,0.5,2.39,4.13
288,15:54:21:870,27.76,2.61,4.1,2.29,3.29,2.03,3.01,2.05,4.05
289,15:54:22:874,23.15,4.48,1.94,1.43,5.62,1.34,0.64,1.8,0.66
290,15:54:23:880,29.92,2.99,2.39,3.06,2.88,4.82,3.62,3.32,2.61
291,15:54:24:884,27.99,2.76,2.98,2.88,2.69,3.74,2.39,2.81,2.71
292,15:54:25:888,31.97,3.38,4.46,4.14,3.35,3.09,2.65,2.98,2.53
293,15:54:26:888,32.38,3.21,4.41,3.24,4.55,3.25,3.02,2.96,3.13
294,15:54:27:889,30.4,3.36,4.18,2.88,4.04,2.94,2.52,2.44,2.29
295,15:54:28:889,21.92,1.44,2.11,3.09,1.44,1.66,1.69,1.65,1.73
296,15:54:29:897,31.12,2.77,3.87,3.53,4.27,3.18,3.04,2.35,2.34
297,15:54:30:901,33.21,3.83,4.35,3.56,4.1,3.53,3.73,2.64,3.2
298,15:54:31:907,30.99,3.46,3.54,3.68,3.1,2.94,3.72,2.93,3.1
299,15:54:32:909,29.13,2.85,2.57,2.82,3.52,2.87,3.53,3.33,2.64
300,15:54:33:918,30.42,2.98,3.33,3.17,3.65,3.05,3.15,3.3,3.5
301,15:54:34:926,29.33,3.73,3.47,3.61,3.28,2.71,3.64,2.88,2.84
302,15:54:35:932,27.65,2.04,1.75,3.7,5.35,1.75,6.21,1.55,1.48
303,15:54:36:935,27.52,1.96,2.91,3.32,2.26,2.87,4.87,2.27,3.31
304,15:54:37:942,32.43,3.47,3.53,4.29,5.57,2.91,4.35,2.3,2.03
305,15:54:38:945,28.66,2.68,4.14,1.85,1.46,3.84,4.83,1.69,3.78
306,15:54:39:954,17.36,1.35,1.88,1.38,1.12,1.05,2.66,1.14,1.35
307,15:54:40:956,33.83,3.09,5.04,3.76,4.3,2.25,5.35,2.15,3.2
308,15:54:41:961,32.99,3.84,4.13,3.7,3.74,2.36,4.63,2.82,2.89
309,15:54:42:964,30.39,1.93,3.75,3.29,2.51,2.58,5.71,3.37,3.25
310,15:54:43:966,29.74,3.04,3.62,3.04,2.81,2.42,4.64,2.68,2.78
311,15:54:44:974,29.17,2.95,3.58,4.22,3.62,2.01,4.07,2.27,1.67
312,15:54:45:974,25.62,3.18,2.22,3.57,2.61,2.07,2.21,1.57,2.02
313,15:54:46:976,31.04,3.13,3.84,3.52,3.37,2.34,3.89,2.66,2.56
314,15:54:47:982,17.83,1.59,1.62,1.46,1.25,2.53,1.15,1.1,1.18
315,15:54:48:983,31.5,3.19,4.68,3.24,3.33,3.27,3.39,2.92,2.55
316,15:54:49:984,32.88,3.39,4.03,3.91,3.56,3.38,4,2.94,2.83
317,15:54:50:988,30.16,2.85,3.46,5,3.12,2.29,3.73,2.66,2
318,15:54:51:995,30.85,2.79,4.15,3.03,3.86,2.42,4.57,2.76,2.34
319,15:54:53:003,29.72,2.62,3.5,3.25,3.57,2.31,4.32,2.43,2.53
320,15:54:54:003,29.21,2.79,3.31,3.25,3.8,2.36,4.24,2.8,2.27
321,15:54:55:008,26.35,2.24,2.66,1.93,3.61,2.16,2.59,3.14,1.95
322,15:54:56:010,24.11,2.17,3.44,2.14,1.96,2.02,3.35,1.92,2.48
323,15:54:57:018,32.98,3.23,4.07,3.02,3.51,4.05,4.27,3.35,2.67
324,15:54:58:023,31.31,2.91,3.83,3.1,3.24,3.15,4.48,3,2.63
325,15:54:59:025,29.62,2.84,3.26,2.83,2.55,2.96,4.17,3.48,2.31
326,15:55:0:031,29.77,2.68,3.74,3.71,3.25,2.33,3.66,2.54,2.38
327,15:55:1:036,24.68,2.23,4.54,2.67,1.99,1.44,2,2,1.44
328,15:55:2:042,32.24,3.04,4.13,3.73,2.85,3.5,3.91,4.14,3.79
329,15:55:3:049,29.98,2.73,3.39,4.45,3.12,2.52,3.87,3.55,2.94
330,15:55:4:053,27.07,2.89,3.76,2.82,3.23,2.06,2.87,2.55,1.95
331,15:55:5:054,7.39,0.31,0.23,0.28,0.18,0.36,0.32,0.2,0.42
332,15:55:6:059,7.47,0.36,0.33,0.32,0.12,0.24,0.37,0.21,0.32
333,15:55:7:066,29.6,2.95,3.8,3.12,2.4,3.68,4.38,2.33,3.28
334,15:55:8:069,34,3.87,3.6,5.32,3.26,3.98,3.05,3.27,3.17
335,15:55:9:078,29.38,2.18,4.12,3.03,2.65,2.13,4.74,3.35,2.57
336,15:55:10:081,31.78,3.09,4.78,3.3,4.2,2.57,3.65,2.5,2.72
337,15:55:11:085,29.46,2.58,3.95,4.22,2.25,2.09,3.59,2.17,3.87
338,15:55:12:091,36.13,4.34,4.94,4.59,4.36,3.79,4.6,3.11,2.81
339,15:55:13:099,30.6,3.21,3.54,3.76,3.53,2.98,3.9,2.74,2.37
340,15:55:14:108,29.79,2.98,3.44,3.9,3.39,2.72,3.9,2.76,2.59
341,15:55:15:116,29.53,2.47,2.34,2.37,2.6,3.39,5.05,4.33,2
342,15:55:16:125,30.15,2.4,2.34,3.48,3.87,3.07,5.01,3.06,2.83
343,15:55:17:131,29.01,2.87,2.93,2.69,2.74,3.87,4.92,2.35,2.38
344,15:55:18:134,29.98,2.77,2.51,3.77,2.36,3.2,4.29,3.56,3.42
345,15:55:19:142,29.64,2.76,2.77,3.71,2.25,2.98,3.95,3.8,3.36
346,15:55:20:144,29.41,2.97,3.31,3.8,3.33,2.96,4.39,2.69,1.86
347,15:55:21:144,29.36,2.87,3.65,3.19,3.54,2.53,4.27,2.26,2.57
348,15:55:22:148,29.67,2.79,3.64,3.91,3.15,2.71,3.83,2.45,2.4
349,15:55:23:154,29.59,2.77,3.46,2.9,3.56,2.74,3.88,2.59,3.03
350,15:55:24:160,29.95,2.58,2.59,2.61,2.34,3.41,4.8,3.42,3.95
351,15:55:25:170,29.58,3.88,3.76,2.71,2.69,2.35,4.53,2.27,3.09
352,15:55:26:172,29.45,2.46,2.66,2.93,3.07,3.07,4.81,2.33,3.56
353,15:55:27:179,28.93,2.22,2.24,2.09,2.09,2.99,4.8,3.07,4.19
354,15:55:28:181,30.57,3.47,3.49,3.11,3.09,3.05,4.46,2.95,2.72
355,15:55:29:184,29.13,2.89,3.69,2.95,3.52,2.9,4.14,2.87,2.16
356,15:55:30:190,29.65,2.84,2.71,2.66,2.7,3.08,5.04,3.27,2.55
357,15:55:31:194,30.04,2.85,2.75,2.67,2.81,3.21,4.39,3.69,3.21
358,15:55:32:201,29.58,2.7,2.77,2.88,2.63,2.7,3.8,3.55,3.79
359,15:55:33:208,30,2.65,3.77,3.05,3.94,2.51,4.57,2.68,2.14
360,15:55:34:211,29.24,2.81,3.5,3.35,3.43,2.75,3.69,2.99,2.87
361,15:55:35:220,29.53,2.94,3.8,3.54,2.96,2.68,3.76,2.65,3.12
362,15:55:36:222,29.7,3.1,3.88,3.3,3.65,2.65,4.1,2.22,2.28
363,15:55:37:228,29.08,3.1,3.43,2.85,3.25,2.84,4.33,2.73,2.21
364,15:55:38:234,29.82,2.42,2.61,3.95,3.54,1.91,4.81,3.58,1.96
365,15:55:39:242,29.37,3.17,3.11,2.5,2.72,2.76,4.73,3.1,3.18
366,15:55:40:243,29.25,2.96,3.42,3.79,2.35,2.09,4.76,2.73,1.62
367,15:55:41:251,28.37,2.37,4.07,2.14,2.85,2.32,6.01,1.61,1.34
368,15:55:42:257,25.96,1.89,1.79,3.05,1.51,1.49,6.63,2.42,1.24
369,15:55:43:263,25.42,1.35,2.17,3.04,3.86,1.47,6.29,0.83,0.77
370,15:55:44:272,28.47,1.85,2.58,2.7,3.84,0.85,6.69,2.36,3.51
371,15:55:45:279,29.43,1.05,4.16,2.61,4.79,1.32,5.82,2.31,2.87
372,15:55:46:284,28.64,4.91,3.45,1.73,3.68,1.52,6.41,1.14,0.95
373,15:55:47:287,26.06,1.83,1.72,5.99,1.31,0.93,8.02,0.76,0.82
374,15:55:48:287,25.53,1.67,1.86,1.31,2.06,1.59,8.16,2.04,1.66
375,15:55:49:293,30.76,2.38,2.39,2.26,2.99,3.01,7.2,3.24,3.01
376,15:55:50:302,34.67,3.66,4.06,3.88,3.57,3.42,5.5,3.39,3.17
377,15:55:51:309,30.31,2.28,5.56,4.44,2.32,2.27,6.6,2.33,1.01
378,15:55:52:310,29.61,2.82,3.13,2.94,3.26,3.08,4.87,3.01,2.56
379,15:55:53:318,29.62,3.33,3.09,3.05,2.85,3.16,4.27,2.7,2.68
380,15:55:54:324,29.47,2.8,2.92,2.91,2.38,2.75,5.22,3.1,3.03
381,15:55:55:327,26.7,1.42,1.21,3.74,1.59,1.28,5.88,3.88,1.93
382,15:55:56:331,28.09,3.27,3.6,2.6,2.3,1.55,7.26,1.42,1.7
383,15:55:57:334,25.18,2.85,1.11,1.21,3.17,0.56,5.65,1.24,3.86
384,15:55:58:338,25.09,1.12,0.5,4.88,3.01,0.71,6.38,2.23,0.79
385,15:55:59:347,27.24,1.71,2.35,2.06,0.45,4.19,7.45,2.94,1.53
386,15:56:0:355,30.52,3.16,2.38,3.54,4.93,1.4,6.58,2.11,1.39
387,15:56:1:359,19.3,0.39,0.47,0.76,0.33,0.42,7.93,1.09,0.84
388,15:56:2:365,35.91,3.5,4.15,4.1,3.85,3.55,5.72,3.68,3.4
389,15:56:3:372,34.83,2.95,5.04,3.17,3.84,3.61,6.11,2.65,3.07
390,15:56:4:373,30.27,3.18,3.77,2.86,2.96,3.29,4.04,3.08,2.85
391,15:56:5:381,29.48,3.59,3.02,3.73,3.3,2.3,4.24,2.19,2.05
392,15:56:6:383,29.67,2.39,3.36,3.45,4.55,2.26,4.28,2.96,2.42
393,15:56:7:384,29.32,2.01,2.84,2.67,2.51,3.44,5.33,3.32,2.23
394,15:56:8:386,27.67,1.57,2.96,1.81,3.01,1.32,6.67,3.19,2.83
395,15:56:9:394,26.42,0.62,0.65,1.48,5.37,0.65,6.35,2.76,3.88
396,15:56:10:400,24.79,3.32,1.49,1.41,4.5,0.66,6.74,0.61,1.57
397,15:56:11:404,20.98,0.58,0.57,1.88,7.97,0.77,0.64,1.5,0.68
398,15:56:12:409,24.51,1.88,3.06,3.18,2.35,1.63,2.5,0.99,3.17
399,15:56:13:409,10.27,0.88,1.28,0.76,0.35,0.22,0.32,0.26,0.6
400,15:56:14:411,26.04,2.46,2.87,2.61,2.62,2.18,2.8,2.69,2.63
401,15:56:15:414,32.47,3.01,3.6,3.35,5.25,4.37,2.88,2.5,2.69
402,15:56:16:415,30.35,3.33,3.69,3.51,4.12,2.63,2.45,3.13,2.5
403,15:56:17:416,35.2,4.18,4.41,4.3,4.28,3.69,3.83,2.96,2.91
404,15:56:18:420,30.16,2.99,4.16,3.65,5.08,3.09,2.07,1.8,2.05
405,15:56:19:420,32.38,3.37,3.61,3.87,4.57,2.9,3.55,3.66,2.69
406,15:56:20:421,31.39,3.07,4.39,3.29,4.44,2.87,2.66,2.59,2.85
407,15:56:21:422,28.99,3.2,2.88,4.4,3.18,3.56,3.14,2.63,1.81
408,15:56:22:426,28.38,2.29,4.54,3.16,3.86,1.54,1.92,2.68,3.16
409,15:56:23:427,24.15,1.51,2.5,1.49,3.26,1.74,5.28,1.73,1.06
410,15:56:24:430,21.83,0.76,3.48,1.9,1.62,2.42,1.72,1.49,2.04
411,15:56:25:440,20,3.78,1.07,1.33,3.18,0.63,0.48,0.91,1.41
412,15:56:26:441,13.71,0.91,1.9,1.38,0.61,0.62,0.47,1.15,1.07
413,15:56:27:450,23.7,2.47,3.59,2.04,1.88,3.04,2.04,2.21,1.95
414,15:56:28:452,18.31,0.64,2.97,2.4,1.35,1.64,1.33,0.51,0.73
415,15:56:29:455,29.09,3.26,3.12,2.87,3.3,3.26,3.24,3.55,2.8
416,15:56:30:455,30.62,3.13,3.51,3.25,2.64,4.39,2.83,3.03,3.12
417,15:56:31:455,24.21,1.28,5.12,4.13,2.77,2.37,1.54,0.71,1.03
418,15:56:32:460,8.06,0.43,0.44,0.29,0.28,0.39,0.52,0.29,0.48
419,15:56:33:462,34.03,4.93,4.33,4.61,4.39,3.29,2.98,2.96,3.3
420,15:56:34:466,38.4,3.85,4.67,4.38,3.84,5.68,4.87,4.48,4.19
421,15:56:35:466,29.05,3.21,4.18,3.56,2.62,3.6,2.04,3.24,1.94
422,15:56:36:466,27.86,2.37,3.28,4.24,2.23,3.02,4.45,1.94,1.63
423,15:56:37:470,20.68,1.35,3.3,0.68,0.89,3.7,0.81,0.56,3.03
424,15:56:38:478,20.25,2.73,1.75,1.2,1.17,1.87,1.35,0.62,2.27
425,15:56:39:483,20.6,1.22,0.86,3.09,0.82,2.01,1.9,2.11,1.57
426,15:56:40:483,8.63,0.51,0.46,0.38,0.49,0.46,0.43,0.44,0.45
427,15:56:41:485,27.91,2.31,3.68,4.73,3.69,2.43,1.97,2.18,1.91
428,15:56:42:494,14.32,0.59,1.3,2.18,0.56,0.49,0.41,1.86,0.91
429,15:56:43:499,30.59,3.16,4.45,3.89,3.36,3.26,2.81,2.79,2.38
430,15:56:44:502,31.85,3.46,3.5,4.98,3.75,2.82,2.79,3.2,3.33
431,15:56:45:503,30.76,2.81,3.39,3.72,4.79,2.93,4.33,2.19,1.82
432,15:56:46:511,24.41,0.83,2.36,3.83,1.39,5.15,3.3,1.43,1.06
433,15:56:47:520,19.57,4.64,1.52,0.72,2.18,0.61,1.69,0.46,0.74
434,15:56:48:523,19.8,2.55,6.08,0.55,0.73,0.62,0.88,0.41,0.75
435,15:56:49:533,14.71,0.71,1.57,1.13,0.44,0.58,0.34,1.67,1.74
436,15:56:50:535,21.24,2.31,2.52,1.99,2.2,1.8,1.85,1.69,2.32
437,15:56:51:537,32.44,2.98,4.15,3.76,4.3,3.78,3.3,2.6,3
438,15:56:52:538,31,3.1,4.3,3.71,3.57,3.42,2.83,2.52,2.35
439,15:56:53:539,32.39,3.98,4.79,3.45,3.61,3.2,2.86,2.71,2.77
440,15:56:54:543,33.74,3.42,4.03,3.71,3.46,3.77,3.34,3.95,3.8
441,15:56:55:548,33.52,3.15,4.4,3.02,3.88,4.12,3.19,2.55,4.66
442,15:56:56:552,30.76,3.04,6.01,3.24,3.33,2.14,2.74,2.27,2.81
443,15:56:57:552,29.22,3.02,3.85,3.66,2.79,3.18,2.35,3.05,2.58
444,15:56:58:552,24.83,2.14,5.95,1.77,2.42,2.34,1.64,1.75,2.16
445,15:56:59:556,33.41,3.16,3.01,4.57,3.57,3.45,3.21,4.26,4
446,15:57:0:560,26.04,2.68,4.99,2.22,2.91,2.2,2.38,1.59,1.19
447,15:57:1:565,32.03,3.93,4.01,3.55,3.29,3.14,3.17,3.23,3.3
448,15:57:2:572,23.69,2.41,2.38,2.4,2.14,3.15,2.89,2.12,2.16
449,15:57:3:576,17.91,1.45,2.52,1.19,1.13,0.99,2.6,1.58,1.33
450,15:57:4:585,19.78,1.65,1.41,1.01,1.47,1.25,1.54,4.14,1.92
451,15:57:5:593,8,0.49,0.56,0.29,0.31,0.21,0.28,0.19,0.47
452,15:57:6:601,7.72,0.48,0.49,0.24,0.18,0.21,0.28,0.16,0.36
453,15:57:7:605,8.13,0.39,0.48,0.23,0.21,0.21,0.28,0.38,0.56
454,15:57:8:605,14.03,1.02,0.97,0.71,0.84,1.08,1.57,0.94,1.32
455,15:57:9:611,20.02,1.94,1.24,1.03,0.86,1.44,1.85,2.72,2.1
456,15:57:10:619,9.23,0.54,0.93,0.37,0.25,0.35,0.2,0.19,0.5
457,15:57:11:620,14.67,1.24,1.29,0.92,1.02,1.16,0.96,1.05,1.24
458,15:57:12:629,26.76,3.14,2.15,2.82,3.05,2.53,2.59,1.93,2.78
459,15:57:13:636,26.83,3.31,1.97,2.93,1.9,3.52,2.88,1.79,3.99
460,15:57:14:642,30.57,3.78,3.51,2.29,2.92,3.94,2.85,2.99,4.13
461,15:57:15:649,43.84,5.48,5.6,6.09,6.09,5.11,5.25,4.95,5.23
462,15:57:16:655,29.98,3.38,3.41,2.7,3.14,3.33,3.53,2.94,3.21
463,15:57:17:662,20.94,1.91,2.89,2.16,2.48,1.59,1.35,1.24,1.32
464,15:57:18:666,31.91,3.9,4.38,3.44,2.9,3.29,3.33,3.69,3.45
465,15:57:19:674,29.83,2.88,2.92,3.07,2.71,3.46,3.6,3.39,3.93
466,15:57:20:682,22.92,1.4,1.89,2.24,1.65,2.12,2.22,2,3.45
467,15:57:21:683,27.28,2.33,2.81,2.41,2.17,3.87,2.85,1.96,4.5
468,15:57:22:691,21.47,1.95,3.24,1.48,0.55,3.21,1.36,0.73,3.34
469,15:57:23:693,32.38,3.48,3.46,3.2,3.47,3.49,4.03,3.63,3.65
470,15:57:24:699,33.22,4.1,3.43,3.57,3.44,3.93,3.83,3.74,3.89
471,15:57:25:699,29.77,3.22,3.29,3.16,3.08,3.14,3.73,3.27,3.41
472,15:57:26:704,28.85,3.2,3.21,3.11,2.66,3.08,3.27,3.15,3.12
473,15:57:27:709,25.64,2.17,3.36,4.06,1.71,2.07,2.6,2.06,2
474,15:57:28:715,19.2,1.14,1.82,1.28,0.78,2.79,1.92,1.55,1.17
475,15:57:29:716,19.09,1.06,0.67,1.25,0.71,2.74,1.61,2.17,1.92
476,15:57:30:717,15.85,0.81,0.41,1.51,0.68,1.77,0.8,1.16,1.29
477,15:57:31:718,15.72,0.74,0.39,0.92,0.43,2.61,0.48,1.79,1.02
478,15:57:32:725,8.86,0.39,0.23,0.4,0.19,0.48,0.69,0.36,0.56
479,15:57:33:732,18.04,1.21,2.1,1.72,1.77,1.76,1.49,1.28,1.76
480,15:57:34:733,16.06,0.98,0.44,0.31,0.46,1.31,1.61,2.4,2.88
481,15:57:35:737,7.6,0.27,0.25,0.4,0.21,0.22,0.22,0.27,0.62
482,15:57:36:746,6.92,0.49,0.31,0.2,0.17,0.44,0.16,0.12,0.41
483,15:57:37:749,6.73,0.26,0.19,0.51,0.12,0.13,0.18,0.13,0.49
484,15:57:38:752,6.84,0.3,0.17,0.14,0.12,0.19,0.22,0.11,0.67
485,15:57:39:754,10.05,0.37,0.26,0.2,0.19,0.32,0.35,1.69,1.46
486,15:57:40:754,7.57,0.41,0.42,0.3,0.36,0.27,0.29,0.17,0.56
487,15:57:41:757,6.9,0.28,0.27,0.22,0.11,0.19,0.17,0.76,0.28
488,15:57:42:759,6.68,0.28,0.16,0.17,0.1,0.25,0.15,0.37,0.38
489,15:57:43:761,6.56,0.24,0.15,0.13,0.09,0.34,0.17,0.2,0.57
490,15:57:44:762,9.43,0.43,0.33,0.18,0.23,0.37,0.31,1.65,1.35
491,15:57:45:768,6.37,0.33,0.2,0.25,0.11,0.17,0.13,0.12,0.31
492,15:57:46:769,5.96,0.28,0.36,0.19,0.12,0.12,0.12,0.11,0.26
493,15:57:47:776,6.08,0.2,0.16,0.11,0.09,0.29,0.11,0.08,0.4
494,15:57:48:782,6.64,0.33,0.17,0.14,0.13,0.21,0.33,0.21,0.5
495,15:57:49:782,9.55,0.27,0.22,0.31,0.21,0.47,0.22,1.46,1.46
496,15:57:50:791,5.89,0.28,0.19,0.17,0.11,0.14,0.18,0.1,0.37
497,15:57:51:793,5.73,0.23,0.22,0.15,0.13,0.21,0.12,0.11,0.35
498,15:57:52:797,6.11,0.24,0.19,0.15,0.13,0.28,0.14,0.11,0.39
499,15:57:53:799,6.77,0.25,0.24,0.14,0.15,0.28,0.28,0.24,0.55
500,15:57:54:800,9.42,0.42,0.28,0.14,0.11,0.36,0.38,1.45,1.35
501,15:57:55:803,7.2,0.39,0.29,0.29,0.26,0.22,0.29,0.15,0.47
502,15:57:56:805,6.87,0.26,0.67,0.27,0.16,0.18,0.16,0.16,0.39
503,15:57:57:808,6.07,0.26,0.15,0.11,0.1,0.16,0.26,0.16,0.32
504,15:57:58:810,6.21,0.25,0.18,0.12,0.09,0.33,0.3,0.17,0.32
505,15:57:59:810,9.69,0.32,0.2,0.13,0.14,0.5,0.32,1.51,1.37
506,15:58:0:819,6.48,0.26,0.22,0.19,0.17,0.3,0.15,0.15,0.38
507,15:58:1:824,6.78,0.36,0.22,0.19,0.34,0.16,0.16,0.13,0.41
508,15:58:2:828,5.98,0.27,0.18,0.11,0.14,0.16,0.24,0.09,0.29
509,15:58:3:833,17.47,1.37,3.24,1.35,0.36,1.36,2.86,1.75,1
510,15:58:4:833,15.8,0.89,1.11,0.8,1,0.88,0.7,2.87,2.5
