source_dataset,node,source_workflow,process,runtime_s,peak_mem,energy_j,rchar,cpus,concurrent_task_count,cores,ram,cpu_benchmark,io_read,io_write
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,159000.0,2411032576.0,22627.041,16369866623.0,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,193000.0,2433011712.0,28694.4789,18876887481.0,12.0,4.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,183000.0,2462748672.0,25326.53235,18876883132.5,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,209000.0,2551705600.0,29536.3138,20887828236.0,12.0,7.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,212000.0,2507509760.0,27401.8015,20887828242.0,12.0,4.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,214000.0,2435592192.0,32271.4731,20887828065.0,12.0,6.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,165000.0,2404728832.0,22897.6582,16599681322.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,174500.0,2428413952.0,21696.4211,17728319462.5,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,179000.0,2360115200.0,26408.6839,17728315206.0,12.0,5.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,194000.0,2531332096.0,25585.3895,20291719597.0,12.0,9.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,198000.0,2541686784.0,24564.6674,20291748231.0,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,202000.0,2443681792.0,29802.171,20291719727.0,12.0,6.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,161000.0,2434121728.0,22349.5641,16557725338.0,12.0,11.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,166000.0,2354962432.0,23520.4889,16557725462.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,171000.0,2400305152.0,25720.4321,16557725128.0,12.0,6.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,194000.0,2357452800.0,25630.9358,19018147195.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,176000.0,2481532928.0,22178.6811,17668166142.0,12.0,4.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,177000.0,2458333184.0,25962.07845,17668166117.5,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,173000.0,2462117888.0,23285.2778,17984621936.0,12.0,7.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,170000.0,2447540224.0,22513.0044,17984650384.0,12.0,7.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,173000.0,2465222656.0,23681.9835,17984650620.0,12.0,4.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,186000.0,2442125312.0,27405.5747,18427867921.0,12.0,6.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,186000.0,2323935232.0,27553.2971,18427867464.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,188000.0,2397810688.0,28135.6098,18427867479.0,12.0,6.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,165000.0,2320576512.0,24441.1266,16327129674.0,12.0,3.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,163500.0,2369392640.0,24644.615700000002,16327144175.0,12.0,2.5,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,153500.0,2401452032.0,19705.9755,15268846916.5,12.0,7.5,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,154000.0,2400333824.0,22499.7913,15268846614.0,12.0,11.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,163000.0,2375733248.0,22072.3932,16854584577.0,12.0,5.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,165000.0,2408601600.0,23294.5424,16854555719.5,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,180000.0,2337472512.0,23564.5404,17610073991.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,176500.0,2365841408.0,26249.375050000002,17610065742.0,12.0,3.5,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,153000.0,2415157248.0,20235.1774,14913767773.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,144500.0,2412195840.0,19628.9657,14913781950.0,12.0,5.5,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,190000.0,2554335232.0,24887.656,19591379125.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,200000.0,2419554304.0,30090.2582,19591364924.0,12.0,3.5,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,154000.0,2461523968.0,22806.805,15161877697.0,12.0,4.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,154000.0,2496344064.0,22824.7271,15161877497.0,12.0,2.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,142000.0,2375000064.0,18307.3871,15161877504.0,12.0,8.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,197000.0,2453118976.0,29471.0416,19713909499.0,12.0,4.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,187500.0,2530273280.0,25288.5489,19713905069.5,12.0,6.5,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,130000.0,2420387840.0,17044.4624,13712751782.0,12.0,5.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,132000.0,2413105152.0,15454.8299,13712752039.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,137000.0,2410049536.0,20228.1512,13712751639.0,12.0,4.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,158000.0,2433462272.0,23462.1359,15631554155.0,12.0,6.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,153000.0,2373609472.0,18100.60745,15631553987.5,12.0,5.5,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,178000.0,2391824384.0,24383.860500000003,18056712351.5,12.0,8.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,173000.0,2447654912.0,23138.4158,18056712495.0,12.0,4.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,145000.0,2381219840.0,19883.3164,15029443185.5,12.0,5.5,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,146000.0,2415452160.0,20119.6228,15029428892.0,12.0,10.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,153000.0,2460209152.0,20111.8567,15110007788.0,12.0,2.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,155000.0,2464292864.0,23241.1976,15110007626.0,12.0,4.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,122000.0,2433019904.0,17829.5461,12049636732.0,12.0,5.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,125000.0,2443907072.0,16217.0964,12049665377.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,124000.0,2427731968.0,18341.823,12049665198.0,12.0,2.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,130000.0,2434252800.0,17016.494,12526325188.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,130000.0,2395611136.0,19239.9399,12526324994.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,131000.0,2338988032.0,19693.2586,12526325014.0,12.0,3.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,149000.0,2407968768.0,19945.6558,15340645639.0,12.0,6.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,151000.0,2393495552.0,20662.1743,15340645557.0,12.0,5.5,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,122500.0,2401112064.0,18287.011899999998,11773969710.5,12.0,6.5,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,126000.0,2434818048.0,19290.1881,11773998188.0,12.0,6.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,112000.0,2341834752.0,14909.5999,11643064675.0,12.0,4.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,118000.0,2396221440.0,17540.0135,11643093122.0,12.0,2.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,113000.0,2358571008.0,14922.3903,11643093146.0,12.0,4.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,114000.0,2358702080.0,14910.3553,11852793538.0,12.0,5.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,122000.0,2407378944.0,18416.04275,11852793336.0,12.0,4.5,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,107000.0,2289438720.0,13664.1968,11221749609.0,12.0,4.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,114000.0,2382430208.0,14787.3089,11221749562.0,12.0,9.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,116000.0,2418253824.0,17616.7108,11221749666.0,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,116000.0,2374684672.0,15274.8655,10955624256.0,12.0,3.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,107000.0,2233634816.0,13459.6151,10955624083.0,12.0,4.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,116000.0,2437722112.0,17504.4858,10955652777.0,12.0,3.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,119000.0,2455511040.0,17619.2471,11758576343.0,12.0,1.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,120000.0,2392266752.0,16968.6218,11758576233.5,12.0,3.5,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,186000.0,2560372736.0,25560.5836,18857128683.0,12.0,19.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,182500.0,2575734784.0,21240.1155,18857139152.5,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,210000.0,2442887168.0,31181.1695,19779318708.0,12.0,7.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,202000.0,2457600000.0,26123.3858,19779318690.0,12.0,6.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,201000.0,2457538560.0,30301.8362,19779347168.0,12.0,1.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,244000.0,2741379072.0,35140.5476,24254372788.0,12.0,6.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,242000.0,2757009408.0,30605.3975,24254372500.0,12.0,9.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,248000.0,2730520576.0,36069.3391,24254372316.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,201000.0,2578010112.0,23403.559,20838213544.0,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,215500.0,2547683328.0,32156.760000000002,20838213502.0,12.0,5.5,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,208000.0,2549184512.0,29098.158600000002,20442698388.5,12.0,9.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,213000.0,2474242048.0,32352.6403,20442698398.0,12.0,3.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,193000.0,2532704256.0,22601.125,19858487912.0,12.0,6.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,205000.0,2456313856.0,29723.0939,19858487464.0,12.0,6.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,205000.0,2380562432.0,30988.8725,19858516405.0,12.0,4.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,234000.0,2747879424.0,34710.1855,22991438204.0,12.0,4.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,224000.0,2587832320.0,26765.7546,22991438178.0,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,229000.0,2598719488.0,32311.8425,22991437976.0,12.0,5.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,121000.0,2364006400.0,16957.5768,12225648464.0,12.0,7.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,248000.0,2710433792.0,32100.8501,24488205198.0,12.0,4.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,232000.0,2583781376.0,30759.5238,24488204998.0,12.0,9.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,247000.0,2725470208.0,36901.1522,24488205064.0,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,184000.0,2520039424.0,25579.60905,18749783368.5,12.0,4.5,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,177000.0,2586853376.0,24005.6453,18749789512.0,12.0,6.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,199000.0,2423152640.0,29515.247,19409318138.0,12.0,6.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,194000.0,2453278720.0,24752.329,19409318078.0,12.0,4.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,181000.0,2578677760.0,23363.8537,19409318184.0,12.0,9.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,222000.0,2646261760.0,31198.9418,22766681472.0,12.0,8.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,227500.0,2686230528.0,33128.4339,22766709987.0,12.0,7.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,195000.0,2460684288.0,28267.8243,19737477031.0,12.0,6.0,32.0,256.0,1056.95,1362.0,952.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,199000.0,2434064384.0,26161.2077,19737477012.0,12.0,2.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,199000.0,2434510848.0,30072.2144,19737477104.0,12.0,5.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,227000.0,2569216000.0,26563.6704,23672526527.0,12.0,7.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,186000.0,2542489600.0,21773.6414,19610017600.5,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,201000.0,2453286912.0,30599.7442,19610017441.0,12.0,7.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,248000.0,2704830464.0,32692.1551,24669352258.0,12.0,5.0,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,160500.0,2371284992.0,19675.93905,16034868896.5,12.0,3.5,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c44,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,164000.0,2389987328.0,24289.9233,16034855008.0,12.0,5.0,32.0,256.0,1070.4,421.0,492.0
augur_hu,hu-c42,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,178500.0,2511712256.0,21067.19455,18634915180.5,12.0,4.5,32.0,256.0,1049.8,1380.0,972.0
augur_hu,hu-c45,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,177000.0,2590003200.0,22953.0566,18634911152.0,12.0,14.0,32.0,256.0,1066.66,420.0,499.0
augur_hu,hu-c40,chipseq,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,225000.0,2686181376.0,33204.8218,22094724646.0,12.0,2.0,32.0,256.0,1056.95,1362.0,952.0
