AMDPROFILER POWER PROFILE REPORT,,,,,,,,,,
,,,,,,,,,,
AMDuProfCLI.exe Version 5.3.521.0,,,,,,,,,,
,,,,,,,,,,
LAUNCHED APPLICATION DETAILS,,,,,,,,,,
Target Path:,C:\Windows\System32\cmd.exe,,,,,,,,,
Command Line Arguments:,/c timeout 3600 ,,,,,,,,,
Working Directory:,C:\Program Files\AMD\AMDuProf\bin,,,,,,,,,
CPU Core Affinity Mask:,,,,,,,,,,
,,,,,,,,,,
PROFILE DETAILS,,,,,,,,,,
CPU Details:,Family(0x17) Model(0x60),,,,,,,,,
Sampling Interval:,1000 milli-seconds,,,,,,,,,
Profile Start Time:,Jul-28-2026_16-19-02,,,,,,,,,
,,,,,,,,,,
PROFILED COUNTERS,,,,,,,,,,
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION,,,,,,
48,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.,,,,,,
50,core0-power,Power,W,Core0-Average Power reported in Watts.,,,,,,
52,core1-power,Power,W,Core1-Average Power reported in Watts.,,,,,,
54,core2-power,Power,W,Core2-Average Power reported in Watts.,,,,,,
56,core3-power,Power,W,Core3-Average Power reported in Watts.,,,,,,
58,core4-power,Power,W,Core4-Average Power reported in Watts.,,,,,,
60,core5-power,Power,W,Core5-Average Power reported in Watts.,,,,,,
62,core6-power,Power,W,Core6-Average Power reported in Watts.,,,,,,
64,core7-power,Power,W,Core7-Average Power reported in Watts.,,,,,,
,,,,,,,,,,
PROFILE RECORDS,,,,,,,,,,
53,16:19:55:975,27,2.52,2.53,2.78,4.19,2.39,3.06,2.42,2.43
54,16:19:56:983,30.89,3.68,3.59,3.44,4.85,2.38,2.99,2.11,2.92
55,16:19:57:986,20.66,1.74,2.51,1.87,1.79,1.97,2.13,2.61,1.52
56,16:19:58:990,29.43,2.71,4.33,3.02,3.18,2.95,3.03,1.49,2.62
57,16:19:59:997,31.08,4.54,4.68,4.12,3.32,2.59,3.18,3.61,2.61
58,16:20:0:997,31.89,3.32,5.34,4.28,3.11,3.47,3.39,2.76,2.32
59,16:20:2:004,26.73,3.9,3.69,3.22,2.71,2.49,2.21,3.48,2.15
60,16:20:3:009,16.26,1.34,2.24,1.99,1.62,1.2,0.89,1.86,0.78
61,16:20:4:009,32.12,3.47,4.02,3.67,4.04,3.84,3.85,1.31,2.45
62,16:20:5:017,28.43,2.57,4.32,2.61,2.2,3.21,4.02,3.46,2.97
63,16:20:6:022,28.89,3.43,2.92,1.83,2.53,3.61,3.18,2.69,3.42
64,16:20:7:027,12.51,2.09,1.61,0.81,0.39,0.62,0.37,3.2,0.43
65,16:20:8:028,29.56,2.95,4,3.37,3.67,2.67,2.99,0.29,2.36
66,16:20:9:032,26.63,2.72,4.6,4.12,2.38,2.39,4.62,2.93,1.56
67,16:20:10:039,22.93,2.46,1.62,3.71,2.12,3.53,2.22,2.07,3.16
68,16:20:11:041,21.26,2.34,2.65,1.78,4.98,1.69,1.34,1.12,1.55
69,16:20:12:045,34.15,4.23,5.15,4.51,5.31,4.15,3.89,1.05,3.1
70,16:20:13:052,15.08,1.09,1.74,0.63,1.03,1.16,0.85,3.48,0.88
71,16:20:14:053,30.94,3.58,5.07,2.97,3.52,3.22,3.42,1.45,3.94
72,16:20:15:059,35.77,3.82,3.7,3.41,5.1,4.61,5.54,2.87,3.84
73,16:20:16:068,38.88,4.24,4.68,5.17,5.11,4.75,4.52,3.35,4.13
74,16:20:17:077,38.44,4.55,4.96,4.76,5.1,4.46,4.47,4.5,3.97
75,16:20:18:077,22.81,1.67,4.33,3.53,3.9,0.91,0.91,3.86,0.99
76,16:20:19:079,30.31,2.9,3.94,3.59,3.61,3.54,2.98,0.73,2.49
77,16:20:20:086,27.74,2.44,4.63,2.74,2.73,3.65,2.26,2.76,1.92
78,16:20:21:087,28.63,3.18,4.24,3.49,3.18,3.23,2.57,2.03,2.43
79,16:20:22:095,14.59,2.93,1.84,0.51,0.71,0.62,0.37,1.88,1.02
80,16:20:23:096,23.9,2.26,3.01,2.56,2.57,2.18,2.36,0.53,1.81
81,16:20:24:103,27.44,1.35,3.98,3.02,2.52,2.35,2.98,2.12,1.95
82,16:20:25:112,22.95,2.21,3.65,2.33,4.74,1.24,0.62,5.24,0.99
83,16:20:26:119,26.08,1.99,2.62,2.27,1.92,2.73,2.98,1.62,4.63
84,16:20:27:118,29.85,3.71,3.57,3.35,2.29,3.17,3.34,1.71,3.52
85,16:20:28:128,30.19,3.58,3.82,3.33,3.17,2.56,2.81,2.24,2.61
86,16:20:29:133,28.12,4.4,4.7,2.45,3.55,2.49,2.36,3.37,1.7
87,16:20:30:135,23.13,4.06,2.62,0.81,1.91,1.04,2.87,2.21,2.75
88,16:20:31:136,23.1,1.11,3.45,2.24,2.33,1.72,3.2,1.6,1.96
89,16:20:32:141,26.78,3.64,2.61,2.21,1.28,3.29,3.94,1.61,3.02
90,16:20:33:146,27.36,2.92,2.74,1.82,3.44,3.09,1.77,3.11,2.21
91,16:20:34:154,19.19,1.81,2.1,2.43,1.42,1.02,1.75,5.91,1.61
92,16:20:35:161,24.72,3.91,2.19,2.11,3.65,1.8,2.49,2.04,1.97
93,16:20:36:164,26.41,4.13,2.37,2.21,2.9,3.29,2.56,0.91,2.51
94,16:20:37:173,22.84,2.5,3.66,1.86,2.7,2.48,1.98,1.62,1.57
95,16:20:38:179,27.51,3.09,3.22,3.12,5.66,1.6,2.03,1.72,2.29
96,16:20:39:186,28.65,2.6,3.07,2.7,4.1,2.65,3.02,1.87,2.04
97,16:20:40:190,32.72,4.03,4.19,3.86,4.09,3.51,3.89,3.16,2.56
98,16:20:41:196,30.4,3.22,3.34,3.26,5.04,3.29,3.79,2.56,1.97
99,16:20:42:201,34.08,4.17,4.87,3.48,5.29,3.25,3.87,2.24,2.68
100,16:20:43:208,16.12,2.07,1.71,0.95,1.24,1.3,0.98,2.98,1.07
101,16:20:44:209,30.28,3.37,2.81,4,3.4,3.52,1.98,0.65,4.17
102,16:20:45:210,25.55,4.18,1.59,3.79,4.18,3.06,0.93,2.61,1.36
103,16:20:46:211,25.13,3.41,1.71,2.28,3.78,2.03,1.77,2.02,3.38
104,16:20:47:220,27.33,2.85,3.23,2.55,5.05,2.34,2.46,1.56,2.14
105,16:20:48:223,26.3,3,2.54,1.75,1.9,3.07,4.3,2.06,2.24
106,16:20:49:231,29.97,3.65,4.15,3.43,3.48,2.6,2.98,2.5,2.46
107,16:20:50:236,25.85,1.71,3.81,2.85,4.07,2.54,3.84,2.87,1.18
108,16:20:51:239,25.47,2.52,1.43,1.83,1.77,5.17,3.05,1.14,2.72
109,16:20:52:240,26.8,2.12,3.4,2.33,2.18,2.63,2.45,1.56,4.78
110,16:20:53:246,29.14,3.22,3.81,2.14,2.65,3.51,2.36,2.1,4.43
111,16:20:54:248,31.28,3.35,3.88,2.79,2.8,3.84,2.9,2.21,3.63
112,16:20:55:248,28.02,2.42,4.32,2.42,5.2,2.6,3.1,3.42,1.14
113,16:20:56:252,26.71,3.48,3.91,2.78,4.13,1.92,2.38,1.94,1.63
114,16:20:57:254,10.81,0.38,1.19,1.81,0.38,0.45,0.49,1.34,0.4
115,16:20:58:258,29.11,2.98,4.57,3.64,3.23,3.22,2.15,0.25,2.28
116,16:20:59:261,26.16,1.54,1.41,3.2,4.57,3.11,1.14,2.17,3.02
117,16:21:0:262,22.53,1.71,1.57,1.05,3.31,3.36,2.97,3.23,1.27
118,16:21:1:268,22.68,2.03,1.06,1.3,6.48,3.13,0.75,2.1,1.23
119,16:21:2:270,25.57,3.07,3.32,4.92,3.51,2.75,1.75,1.54,0.59
120,16:21:3:272,27.09,2.27,3.78,4.52,3.81,3.39,2.27,1.38,1.74
122,16:21:5:278,28.7,2.47,2.6,2.12,1.67,3.4,2.9,2.59,3.4
123,16:21:6:286,26.72,2.39,3.14,3.53,2.4,4.29,2.76,3.35,2.77
124,16:21:7:294,27.11,2.51,5.45,2.94,2.63,3.1,2.14,2.3,1.78
125,16:21:8:300,26.14,3.19,3.29,3.01,1.99,2.44,3.43,2,1.63
126,16:21:9:301,35.95,4.59,4.39,2.86,4.49,2.39,3.87,2.35,3.42
127,16:21:10:302,31.01,2.72,3.89,3.99,3.82,3.46,2.72,3.76,3.2
128,16:21:11:304,33.02,4.09,2.96,3.37,3.9,3.55,3.76,3.56,3.17
129,16:21:12:310,30.13,2.85,3,3.27,2.78,4.68,3.33,3.71,3.7
130,16:21:13:310,11.95,0.64,1.32,3.65,0.51,3.82,0.39,2.96,0.48
131,16:21:14:316,26.86,2.64,2.8,1.59,3.65,0.76,2.76,0.33,1.68
132,16:21:15:324,27.27,3.2,3.41,3.52,3.18,2.43,1.94,1.92,2.62
133,16:21:16:323,30.69,3.54,2.79,2.25,5.32,3.21,3.24,1.71,2.83
134,16:21:17:329,33.18,2.56,4.57,2.58,5.03,2.17,3.82,4.01,2.56
135,16:21:18:329,13.37,0.71,1.26,3.52,0.58,3.73,1.22,3.55,0.45
136,16:21:19:337,9.63,0.46,0.63,1.09,0.42,1.02,0.43,1.25,0.35
137,16:21:20:341,28.07,2.66,4.04,0.86,2.83,0.35,2.24,0.42,2.41
138,16:21:21:346,25.45,2.87,3.03,3.25,3.35,3.51,3.95,1.78,1.81
139,16:21:22:352,24.1,2.29,4.64,2.93,1.59,2.2,2.13,0.92,1.67
140,16:21:23:356,23.12,1.76,1.15,1.4,4.57,4.37,2.8,0.96,1.47
141,16:21:24:360,24.27,2.57,1.98,1.65,2.14,2.15,1.39,2.76,2.45
142,16:21:25:361,27.24,2.26,3.64,3.29,4.27,4.67,3.26,0.7,2.45
143,16:21:26:368,17.55,1.11,0.73,2.87,2.94,1.77,1.62,3.23,1.68
144,16:21:27:374,25.94,2.67,2.97,0.85,4.32,1.13,2.1,2.47,1.63
145,16:21:28:375,30.33,2.87,2.89,3.03,2.74,2.76,4.21,1.69,2.74
146,16:21:29:382,19.22,1.68,2.6,3.53,1.4,2.66,1.57,4.37,1.56
147,16:21:30:390,26.32,2.3,5.21,1.68,2.26,1.45,2.29,2.33,2.14
148,16:21:31:395,27.88,3.02,3.86,2.39,2.29,2.28,2.75,2.34,1.88
149,16:21:32:403,31.76,3.3,4.25,1.77,3.7,3.94,3,2.84,2.67
150,16:21:33:411,29.08,3.35,4.5,3.95,3.35,3.34,2.06,2.86,3.02
151,16:21:34:415,25.83,1.76,3.23,3.18,1.34,2.9,3.84,2.11,1.07
152,16:21:35:424,22.7,1.09,1.7,4.27,0.5,2.54,0.5,2.18,2.58
153,16:21:36:426,25.44,2.78,2.95,0.85,3.62,3.78,1.39,5.4,2.68
154,16:21:37:429,26.68,1.54,4.14,2.14,3.04,2.45,4.03,1.74,1.3
155,16:21:38:432,11.13,1.55,0.89,5.38,0.33,1.54,0.51,1.68,0.52
156,16:21:39:436,8.6,0.45,0.48,0.66,0.32,0.61,0.25,0.35,0.27
157,16:21:40:442,11.02,0.71,0.63,0.46,0.54,0.61,0.3,0.26,0.56
158,16:21:41:445,11.07,0.93,0.7,1.29,0.63,0.49,0.7,0.85,0.58
159,16:21:42:447,33.34,4.28,4.38,0.58,3.42,0.6,3.54,0.72,3.45
160,16:21:43:447,28.62,3.05,2.44,3.55,4.33,3.99,2.76,2.87,2.6
161,16:21:44:454,22.07,1.71,1.47,3.26,2.36,3.56,3.93,1.77,2.19
162,16:21:45:457,14.73,1.86,1.67,1.19,0.72,1.87,0.62,1.22,1.54
163,16:21:46:457,7.7,0.37,0.59,0.96,0.31,0.77,0.2,1.94,0.18
164,16:21:47:463,10.34,0.92,0.92,0.55,0.47,0.21,0.46,0.21,0.3
165,16:21:48:471,15.61,1.77,2.1,0.76,0.83,0.48,1.04,0.24,0.98
166,16:21:49:474,25.8,2.72,3.17,1.16,3.33,1.12,2.07,1.11,1.93
167,16:21:50:482,24.06,0.89,2.54,2.56,2.76,2.49,1.94,1.9,4.46
168,16:21:51:488,22.91,1.58,2.95,2.15,1.89,2.18,4.17,1.44,1.78
169,16:21:52:494,9,0.72,0.68,1.61,0.42,1.71,0.4,1.55,0.21
170,16:21:53:495,10.26,1.07,1.08,0.66,0.2,0.32,0.53,0.33,0.29
171,16:21:54:497,20.11,1.88,2.86,0.82,2.29,0.66,1.23,0.2,1.3
172,16:21:55:502,24.49,2.3,4.55,1.23,1.72,1.71,1.34,1.26,2.96
173,16:21:56:504,22.66,2.46,1.7,1.66,3.57,2.28,0.81,2.26,1.85
174,16:21:57:508,22.37,1.91,2.4,2.07,0.78,1.77,4.21,2.48,0.81
175,16:21:58:511,24.18,1.52,3.36,3.38,4.98,2.38,2.05,0.72,0.78
176,16:21:59:517,25.03,2.14,2.61,3.44,3.39,0.73,2.41,1.62,2.44
177,16:22:0:522,11.55,0.73,0.5,3.53,1.08,1.52,0.45,2.79,1.13
178,16:22:1:531,8.51,0.31,0.39,1.08,0.4,0.68,0.25,0.48,0.56
179,16:22:2:533,10.89,0.82,0.81,0.41,0.64,0.55,0.7,0.37,0.59
180,16:22:3:534,11.07,1.95,0.86,0.74,0.45,0.93,0.42,0.67,0.25
181,16:22:4:538,16.75,1.21,1.5,0.46,1.06,0.6,1.35,0.49,0.96
182,16:22:5:538,26.17,2.45,2.56,2.31,2.47,1.18,2.96,1.17,2.13
183,16:22:6:545,22.92,1.93,1.34,3.03,2.53,3.07,2.09,1.89,2.83
184,16:22:7:547,21.22,1.52,2.59,0.77,4.14,2.94,1.7,2.55,1.34
185,16:22:8:548,12.29,1.26,1.38,1.24,0.48,2.59,0.53,0.47,0.54
186,16:22:9:550,8.15,0.43,0.26,1.28,0.33,0.55,0.34,0.62,0.17
187,16:22:10:559,20.04,1.84,2.11,0.79,2.24,0.18,1.48,0.21,1.13
188,16:22:11:568,23.35,1.91,2.84,2.06,1.94,1.46,1.85,1.25,2.47
189,16:22:12:569,30.67,2.92,3.67,3.36,4.14,1.72,3.71,1.61,3.04
190,16:22:13:570,26.14,2.52,3.65,2.3,3.84,3.8,1.93,3.46,1
191,16:22:14:574,8.33,0.4,0.58,2.48,0.25,4.29,0.43,1.56,0.4
192,16:22:15:581,7.34,0.38,0.3,0.43,0.38,0.42,0.21,0.28,0.28
193,16:22:16:581,19.94,1.6,2.58,0.44,1.7,0.35,1.94,0.18,1.14
194,16:22:17:585,27.46,2.22,3.42,1.51,2.51,1.53,3.91,2,2.52
195,16:22:18:593,24.9,1.88,2.95,2.63,2.84,2.33,3.4,2.74,1.83
196,16:22:19:600,21.96,0.71,1.47,1.41,1.34,3.5,2.99,1.92,2.22
197,16:22:20:609,22.33,0.84,0.72,1.34,1.8,4.02,0.89,1.58,1.48
198,16:22:21:614,18.24,1.3,0.73,0.75,2.74,6.6,2.72,3.63,2.45
199,16:22:22:619,9.01,0.47,0.63,1.06,0.33,2.23,0.29,1,0.62
200,16:22:23:626,13.23,1.09,1.9,0.68,0.75,0.55,0.81,0.26,1.02
201,16:22:24:634,9.55,0.64,0.49,1.36,0.44,0.71,0.43,0.51,0.41
202,16:22:25:634,25.93,2.95,3.12,0.64,2.52,0.51,2.41,0.38,2.84
203,16:22:26:640,25.96,2.13,2.78,2.51,3.13,2.14,1.32,2.19,3.15
204,16:22:27:645,24.63,2.05,4.61,3,1.04,3.46,2.68,1.92,3.46
205,16:22:28:650,23.42,3.22,2,1.78,1.95,0.85,3.45,2.49,1.16
206,16:22:29:651,23.69,1.78,1.22,1.67,4.89,4.25,4.21,0.4,1.92
207,16:22:30:651,11.61,0.98,0.61,1.8,0.49,2.18,1.04,1.16,0.85
208,16:22:31:653,10.29,0.66,0.44,0.73,0.33,0.97,1.08,0.9,0.48
