ram,cores,io_read,io_write,sysbench,bench_time
--f=c:\Users\PRANAY\AppData\Roaming\jupyter\runtime\kernel-v36090920cd17564e231dad8dad0d38eff690654e2.json,16,2007,41.4,17607.01

