AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.3.521.0,

PROFILE DETAILS
CPU Details:,Family(0x19) Model(0x44)
Sampling Interval:,1000 milli-seconds
Profile Start Time:,Sep-02-2026_01-57-22,
Profile Duration:,4000 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
36.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
38.,core0-power,Power,W,Core0-Average Power reported in Watts.
40.,core1-power,Power,W,Core1-Average Power reported in Watts.
42.,core2-power,Power,W,Core2-Average Power reported in Watts.
44.,core3-power,Power,W,Core3-Average Power reported in Watts.
46.,core4-power,Power,W,Core4-Average Power reported in Watts.
48.,core5-power,Power,W,Core5-Average Power reported in Watts.

PROFILE RECORDS
RecordId,Timestamp,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power
574,2:6:59:192,   33.33,    5.00,    5.55,    4.35,    4.24,    3.94,    4.67
575,2:7:0:200,   25.12,    2.94,    4.21,    2.30,    4.80,    5.43,    2.63
576,2:7:1:208,   24.85,    3.02,    3.98,    2.30,    4.06,    3.78,    2.71
577,2:7:2:214,   23.69,    2.85,    3.73,    2.32,    4.06,    4.03,    2.56
578,2:7:3:220,   25.04,    2.91,    4.38,    1.68,    3.88,    3.68,    2.08
579,2:7:4:223,   27.52,    3.49,    5.01,    1.94,    4.16,    4.10,    2.39
580,2:7:5:226,   32.32,    4.54,    5.15,    3.07,    4.39,    4.72,    4.16
581,2:7:6:234,   30.34,    3.99,    4.74,    2.61,    4.09,    5.12,    3.46
582,2:7:7:237,   27.44,    2.93,    4.85,    2.46,    4.07,    5.27,    2.76
583,2:7:8:241,   27.64,    3.38,    4.75,    1.77,    4.39,    3.72,    2.39
584,2:7:9:241,   25.20,    2.99,    4.23,    2.23,    4.36,    5.16,    2.67
585,2:7:10:248,   25.20,    3.00,    4.30,    2.12,    4.10,    4.08,    2.55
586,2:7:11:253,   29.53,    3.77,    4.62,    3.13,    4.18,    4.12,    3.54
587,2:7:12:257,   28.62,    3.46,    5.03,    2.19,    4.56,    4.68,    2.48
588,2:7:13:263,   29.66,    3.98,    5.73,    1.73,    4.34,    5.19,    2.81
589,2:7:14:269,   25.14,    2.10,    5.83,    1.66,    3.79,    4.94,    2.00
590,2:7:15:271,   26.71,    2.65,    3.81,    2.34,    4.38,    3.14,    2.64
591,2:7:16:278,   26.08,    3.13,    4.62,    1.88,    4.38,    4.44,    2.34
592,2:7:17:280,   25.31,    3.21,    3.95,    2.59,    4.20,    4.40,    2.98
593,2:7:18:289,   25.04,    2.91,    4.01,    2.34,    4.03,    4.00,    2.68
594,2:7:19:291,   27.92,    3.60,    4.56,    2.89,    4.11,    3.96,    3.38
595,2:7:20:300,   26.95,    3.18,    4.41,    1.91,    4.22,    4.46,    2.43
596,2:7:21:300,   26.73,    3.20,    4.74,    1.81,    4.38,    4.43,    2.47
597,2:7:22:302,   31.07,    4.57,    5.55,    1.68,    4.28,    4.31,    2.94
598,2:7:23:302,   22.95,    1.82,    2.83,    1.01,    4.05,    5.60,    1.45
599,2:7:24:303,   26.76,    3.33,    4.74,    1.98,    4.35,    5.54,    2.58
600,2:7:25:308,   26.40,    3.07,    4.58,    1.67,    4.26,    4.52,    2.54
601,2:7:26:315,   27.19,    3.38,    4.43,    2.12,    4.23,    4.28,    2.47
602,2:7:27:322,   29.88,    4.09,    5.75,    1.70,    4.31,    4.77,    2.42
603,2:7:28:331,   28.67,    3.85,    4.83,    2.38,    4.15,    4.99,    2.94
604,2:7:29:332,   26.94,    3.32,    4.31,    2.33,    4.39,    5.24,    2.75
605,2:7:30:338,   26.78,    3.04,    4.38,    1.94,    4.35,    4.53,    2.53
606,2:7:31:348,   28.12,    3.47,    5.24,    1.99,    4.37,    4.33,    2.40
607,2:7:32:352,   26.94,    3.30,    4.83,    1.33,    4.10,    5.13,    2.45
608,2:7:33:357,   27.30,    3.01,    4.31,    2.73,    3.71,    4.91,    2.99
609,2:7:34:363,   27.63,    3.42,    4.89,    1.71,    4.41,    4.27,    2.54
610,2:7:35:370,   24.46,    2.88,    3.86,    2.09,    4.24,    4.80,    2.60
611,2:7:36:371,   24.43,    2.93,    3.87,    2.28,    4.06,    3.95,    2.71
612,2:7:37:372,   25.68,    2.29,    5.03,    1.86,    4.10,    3.92,    2.14
613,2:7:38:379,   25.04,    1.55,    5.20,    1.18,    4.25,    4.42,    1.50
614,2:7:39:381,   25.03,    1.53,    6.93,    1.04,    3.87,    6.95,    1.25
615,2:7:40:389,   23.78,    1.40,    4.94,    0.99,    3.82,    5.43,    1.25
616,2:7:41:398,   27.07,    1.98,    6.50,    1.68,    3.80,    6.61,    1.88
617,2:7:42:404,   25.58,    1.53,    5.79,    1.31,    4.10,    6.15,    1.51
618,2:7:43:406,   23.56,    1.48,    5.09,    1.16,    3.87,    6.69,    1.33
619,2:7:44:406,   25.22,    1.42,    5.83,    1.01,    4.03,    5.70,    1.28
620,2:7:45:414,   25.93,    1.32,    6.82,    0.98,    3.78,    6.76,    1.17
621,2:7:46:419,   25.85,    1.44,    6.67,    1.04,    3.88,    6.85,    1.25
622,2:7:47:423,   26.70,    1.76,    6.30,    1.39,    3.85,    6.81,    1.71
623,2:7:48:430,   26.01,    1.33,    6.80,    1.07,    3.88,    6.82,    1.24
624,2:7:49:439,   22.48,    1.08,    3.99,    0.82,    3.95,    6.65,    0.93
625,2:7:50:447,   26.06,    1.40,    6.56,    1.09,    3.77,    7.03,    1.30
626,2:7:51:451,   25.50,    1.11,    6.61,    0.96,    3.97,    6.79,    1.00
627,2:7:52:459,   24.86,    2.06,    3.95,    1.94,    3.82,    6.78,    2.06
628,2:7:53:466,   25.45,    1.42,    7.10,    1.16,    4.09,    6.42,    1.33
629,2:7:54:469,   26.44,    1.53,    6.74,    1.09,    3.97,    5.57,    1.19
630,2:7:55:475,   25.28,    1.31,    6.87,    0.85,    3.92,    6.79,    1.18
631,2:7:56:478,   24.59,    1.00,    6.92,    0.74,    4.00,    5.82,    0.99
632,2:7:57:487,   27.88,    2.05,    6.56,    1.82,    3.86,    5.88,    1.99
633,2:7:58:494,   22.68,    1.32,    3.84,    1.14,    4.15,    6.64,    1.20
634,2:7:59:494,   23.77,    1.22,    7.00,    0.93,    3.87,    6.54,    1.18
635,2:8:0:502,   25.43,    1.07,    6.74,    0.82,    3.90,    4.46,    0.92
636,2:8:1:508,   21.64,    0.96,    3.04,    0.82,    3.91,    6.87,    0.98
637,2:8:2:508,   23.15,    1.28,    4.01,    0.93,    3.73,    7.24,    1.12
638,2:8:3:511,   26.27,    1.42,    6.38,    1.15,    3.88,    7.21,    1.30
639,2:8:4:521,   23.62,    1.16,    4.78,    0.85,    3.91,    6.95,    1.02
640,2:8:5:526,   25.97,    1.24,    6.81,    0.95,    3.79,    7.08,    1.04
641,2:8:6:533,   26.66,    1.55,    6.85,    1.09,    3.92,    6.91,    1.21
642,2:8:7:542,   26.33,    1.68,    6.31,    1.25,    3.87,    6.84,    1.52
643,2:8:8:546,   27.66,    1.95,    6.80,    1.47,    4.01,    6.89,    1.80
644,2:8:9:546,   27.09,    1.71,    6.73,    1.49,    4.04,    6.68,    1.56
645,2:8:10:547,   24.92,    1.22,    7.07,    1.00,    4.00,    6.71,    1.10
646,2:8:11:554,   25.87,    1.30,    6.76,    0.97,    3.89,    5.55,    1.13
647,2:8:12:555,   27.23,    1.87,    6.56,    1.66,    3.96,    6.85,    1.85
648,2:8:13:564,   25.93,    1.41,    6.69,    1.07,    4.02,    6.58,    1.23
649,2:8:14:570,   25.86,    1.43,    6.75,    0.89,    3.84,    6.70,    1.21
650,2:8:15:573,   25.36,    1.30,    6.82,    0.99,    3.87,    6.68,    1.14
651,2:8:16:576,   24.36,    1.11,    5.99,    0.63,    3.86,    6.26,    0.92
652,2:8:17:582,   27.72,    2.32,    6.76,    1.55,    3.83,    6.85,    1.76
653,2:8:18:585,   25.64,    1.32,    6.84,    0.96,    3.90,    6.31,    1.16
654,2:8:19:594,   25.87,    1.49,    6.90,    1.15,    3.84,    6.37,    1.30
655,2:8:20:594,   29.70,    3.85,    5.30,    3.85,    3.98,    6.25,    3.98
656,2:8:21:597,   29.93,    4.27,    4.39,    4.48,    4.48,    4.51,    4.55
657,2:8:22:600,   22.84,    1.65,    6.02,    1.59,    4.44,    4.46,    1.68
658,2:8:23:607,   19.89,    0.57,    6.79,    0.29,    1.60,    6.06,    0.42
659,2:8:24:611,   19.35,    0.30,    6.85,    0.06,    0.31,    6.86,    0.29
660,2:8:25:618,   19.97,    0.45,    6.90,    0.07,    0.09,    6.89,    0.40
661,2:8:26:620,   19.61,    0.29,    6.99,    0.06,    0.29,    6.97,    0.25
662,2:8:27:624,   18.76,    0.34,    7.30,    0.08,    0.17,    6.92,    0.21
663,2:8:28:631,   15.02,    0.33,    7.74,    0.14,    0.14,    5.47,    0.28
664,2:8:29:640,   16.09,    0.58,    5.26,    0.33,    0.21,    0.62,    0.49
665,2:8:30:647,   14.25,    0.22,    2.52,    0.10,    0.83,    2.55,    0.61
666,2:8:31:655,   12.85,    0.09,    0.16,    0.03,    0.36,    4.51,    0.07
667,2:8:32:664,   11.42,    0.25,    0.32,    0.09,    0.06,    6.63,    0.18
668,2:8:33:672,    4.65,    0.43,    0.74,    0.21,    0.10,    5.34,    0.45
669,2:8:34:672,   28.08,    2.97,    5.11,    2.23,    0.29,    0.75,    2.55
670,2:8:35:678,   27.55,    1.68,    7.75,    1.38,    4.35,    5.05,    1.46
671,2:8:36:687,   28.79,    1.65,    7.51,    1.15,    4.31,    5.76,    1.42
672,2:8:37:695,   23.98,    1.47,    7.26,    1.07,    4.23,    7.40,    1.24
673,2:8:38:705,   21.92,    0.64,    7.50,    0.35,    1.12,    7.34,    0.47
674,2:8:39:708,   22.16,    0.77,    7.56,    0.32,    0.33,    7.54,    0.47
675,2:8:40:711,   21.38,    0.50,    7.51,    0.24,    0.25,    7.54,    0.33
676,2:8:41:720,   21.49,    0.46,    7.49,    0.12,    0.17,    7.48,    0.41
677,2:8:42:724,   21.66,    0.58,    7.48,    0.29,    0.38,    7.53,    0.43
678,2:8:43:733,   22.05,    0.71,    7.54,    0.37,    0.26,    7.51,    0.50
679,2:8:44:737,   22.15,    0.77,    7.56,    0.34,    0.33,    7.57,    0.53
680,2:8:45:739,   23.14,    0.66,    7.52,    0.42,    0.25,    7.56,    0.55
681,2:8:46:744,   22.07,    0.85,    7.37,    0.33,    1.21,    7.48,    0.57
682,2:8:47:752,   21.33,    0.53,    7.61,    0.15,    0.36,    7.46,    0.32
683,2:8:48:753,   21.03,    0.26,    7.55,    0.07,    0.17,    7.41,    0.16
684,2:8:49:761,   21.28,    0.49,    7.52,    0.08,    0.16,    7.54,    0.21
685,2:8:50:771,   21.65,    0.54,    7.51,    0.30,    0.14,    7.55,    0.41
686,2:8:51:771,   20.80,    0.23,    7.54,    0.05,    0.22,    7.63,    0.14
687,2:8:52:776,   20.86,    0.26,    7.55,    0.05,    0.07,    7.55,    0.15
688,2:8:53:783,   21.13,    0.29,    7.60,    0.06,    0.09,    7.58,    0.16
689,2:8:54:783,   21.36,    0.35,    7.56,    0.07,    0.14,    7.70,    0.32
690,2:8:55:786,   21.94,    0.57,    7.58,    0.32,    0.13,    7.58,    0.41
691,2:8:56:790,   21.88,    0.62,    7.64,    0.28,    0.24,    7.63,    0.41
692,2:8:57:793,   21.60,    0.44,    7.59,    0.13,    0.33,    7.57,    0.29
693,2:8:58:800,   21.30,    0.42,    7.60,    0.05,    0.31,    7.60,    0.27
694,2:8:59:805,   21.35,    0.49,    7.64,    0.05,    0.09,    7.58,    0.16
695,2:9:0:809,   22.56,    0.72,    7.61,    0.35,    0.06,    7.67,    0.54
696,2:9:1:813,   21.11,    0.27,    7.67,    0.07,    0.34,    7.66,    0.14
697,2:9:2:820,   21.28,    0.28,    7.71,    0.07,    0.08,    7.69,    0.15
698,2:9:3:826,   21.19,    0.26,    7.69,    0.04,    0.13,    7.75,    0.14
699,2:9:4:828,   21.70,    0.53,    7.67,    0.10,    0.07,    7.76,    0.33
700,2:9:5:832,   22.30,    0.62,    7.64,    0.36,    0.15,    7.68,    0.46
701,2:9:6:835,   23.35,    0.92,    7.54,    0.64,    0.29,    7.69,    0.77
702,2:9:7:839,   21.56,    0.37,    7.66,    0.16,    0.74,    7.57,    0.28
703,2:9:8:845,   21.17,    0.24,    7.68,    0.05,    0.20,    7.68,    0.14
704,2:9:9:852,   21.67,    0.55,    7.71,    0.06,    0.08,    7.71,    0.28
705,2:9:10:859,   22.21,    0.60,    7.72,    0.32,    0.10,    7.64,    0.50
706,2:9:11:867,   20.55,    0.27,    7.05,    0.08,    0.25,    7.59,    0.17
707,2:9:12:869,   14.27,    0.12,    0.27,    0.03,    0.11,    7.75,    0.13
708,2:9:13:876,   14.49,    0.11,    0.30,    0.06,    0.39,    8.45,    0.14
709,2:9:14:879,   14.60,    0.13,    0.55,    0.04,    0.26,    8.66,    0.09
710,2:9:15:884,   24.08,    0.86,    7.96,    0.53,    0.07,    8.74,    0.74
711,2:9:16:886,   18.12,    0.29,    8.94,    0.14,    0.48,    8.06,    0.24
712,2:9:17:891,   22.22,    0.36,    7.93,    0.14,    0.18,    2.97,    0.25
713,2:9:18:899,   21.82,    0.27,    7.91,    0.06,    0.23,    7.92,    0.15
714,2:9:19:908,   22.03,    0.51,    7.89,    0.06,    0.11,    7.89,    0.21
715,2:9:20:916,   33.68,    3.74,    5.24,    3.39,    0.10,    7.88,    3.51
716,2:9:21:921,   33.12,    3.41,    5.73,    3.27,    3.58,    6.80,    3.19
717,2:9:22:929,   20.89,    0.27,    7.51,    0.07,    3.51,    6.55,    0.16
718,2:9:23:936,   20.95,    0.29,    7.56,    0.04,    0.15,    7.60,    0.14
719,2:9:24:938,   15.49,    0.30,    7.92,    0.05,    0.09,    7.68,    0.17
720,2:9:25:947,   16.77,    0.61,    7.19,    0.40,    0.10,    0.76,    0.51
721,2:9:26:955,   14.44,    0.21,    0.65,    0.11,    0.36,    1.19,    0.19
722,2:9:27:962,   19.69,    0.52,    7.45,    0.12,    0.41,    6.70,    0.30
723,2:9:28:962,   20.12,    0.22,    1.36,    0.06,    2.88,    1.32,    0.19
724,2:9:29:968,    7.97,    0.28,    0.43,    0.09,    4.86,    6.77,    0.26
725,2:9:30:973,   15.93,    1.90,    2.63,    1.49,    0.18,    3.06,    1.80
726,2:9:31:978,   24.99,    2.88,    4.51,    1.76,    1.99,    2.58,    2.43
727,2:9:32:986,   23.99,    2.44,    4.89,    1.80,    4.35,    3.48,    2.13
728,2:9:33:991,   21.79,    1.10,    3.85,    0.85,    4.27,    3.14,    0.97
729,2:9:34:994,   23.56,    1.56,    5.08,    1.04,    4.49,    4.24,    1.47
730,2:9:35:997,   20.64,    1.06,    3.48,    0.76,    4.44,    3.71,    0.98
731,2:9:36:998,   22.18,    1.20,    5.14,    0.99,    3.88,    4.38,    1.20
732,2:9:38:001,   19.60,    1.33,    5.60,    1.16,    4.14,    3.13,    1.33
733,2:9:39:011,   15.24,    0.48,    4.69,    0.27,    1.84,    2.24,    0.40
734,2:9:40:017,   13.24,    0.66,    3.12,    0.34,    0.31,    2.83,    0.55
735,2:9:41:022,   11.61,    0.82,    1.70,    0.51,    0.26,    2.74,    0.89
736,2:9:42:026,   25.80,    3.13,    4.13,    2.31,    2.29,    1.54,    2.82
737,2:9:43:027,   24.49,    1.68,    2.51,    1.19,    4.31,    4.08,    1.61
738,2:9:44:033,   24.91,    2.81,    4.03,    2.22,    4.62,    6.13,    2.56
739,2:9:45:035,   23.57,    1.59,    3.86,    1.22,    4.21,    4.22,    1.43
740,2:9:46:040,   26.14,    2.53,    4.31,    1.06,    4.25,    4.73,    1.50
741,2:9:47:049,   21.58,    1.09,    1.68,    0.82,    4.15,    6.09,    1.20
742,2:9:48:052,   21.70,    1.61,    4.32,    1.39,    3.85,    6.61,    1.62
743,2:9:49:060,   14.09,    0.34,    0.52,    0.15,    3.00,    4.02,    0.26
744,2:9:50:066,   14.61,    0.34,    2.04,    0.13,    0.18,    6.53,    0.23
745,2:9:51:072,   12.14,    0.70,    1.98,    0.42,    0.26,    5.01,    0.66
746,2:9:52:073,   20.82,    2.41,    3.42,    1.77,    2.30,    1.62,    2.23
747,2:9:53:082,   29.07,    1.85,    7.49,    1.36,    2.84,    3.38,    1.64
748,2:9:54:087,   27.53,    1.60,    6.36,    1.07,    4.76,    6.18,    1.33
749,2:9:55:087,   29.59,    2.43,    7.29,    1.67,    4.52,    7.21,    1.95
750,2:9:56:093,   22.82,    0.65,    7.78,    0.34,    3.50,    7.09,    0.48
751,2:9:57:100,   23.81,    0.87,    7.73,    0.50,    0.30,    7.82,    0.56
752,2:9:58:101,   25.71,    1.12,    7.73,    0.57,    0.70,    7.89,    0.76
753,2:9:59:103,   22.93,    0.67,    7.75,    0.36,    1.94,    7.77,    0.53
754,2:10:0:107,   22.77,    0.64,    7.75,    0.43,    0.31,    7.82,    0.46
755,2:10:1:110,   19.69,    0.76,    8.38,    0.38,    0.28,    7.81,    0.47
756,2:10:2:118,   16.56,    0.43,    9.33,    0.24,    0.30,    4.09,    0.38
757,2:10:3:119,   17.22,    0.44,    6.87,    0.28,    0.20,    0.63,    0.42
758,2:10:4:125,   17.76,    0.55,    4.87,    0.40,    0.69,    3.39,    0.48
759,2:10:5:128,   22.69,    0.43,    8.01,    0.12,    0.68,    5.29,    0.24
760,2:10:6:134,   23.46,    0.82,    7.89,    0.31,    0.18,    8.03,    0.61
761,2:10:7:140,   22.51,    0.59,    7.85,    0.07,    0.40,    7.93,    0.34
762,2:10:8:143,   20.78,    0.54,    5.99,    0.32,    0.26,    7.85,    0.44
763,2:10:9:149,   14.79,    0.12,    0.35,    0.04,    0.27,    8.05,    0.11
764,2:10:10:151,   19.27,    1.24,    2.03,    0.60,    0.32,    8.73,    0.83
765,2:10:11:160,   30.18,    3.95,    6.87,    2.00,    0.59,    8.30,    3.01
766,2:10:12:167,   34.17,    5.29,    7.11,    2.63,    1.86,    7.20,    3.96
767,2:10:13:176,   32.40,    3.88,    7.00,    3.16,    2.25,    7.09,    3.36
768,2:10:14:180,   26.04,    2.47,    7.17,    0.65,    3.85,    5.69,    1.02
769,2:10:15:182,   21.63,    0.49,    7.54,    0.14,    1.67,    7.27,    0.30
770,2:10:16:185,   16.46,    0.24,    8.84,    0.10,    0.21,    7.52,    0.20
771,2:10:17:192,   15.41,    0.14,    9.29,    0.03,    0.16,    1.48,    0.12
772,2:10:18:199,   18.03,    0.51,    9.30,    0.24,    0.12,    0.32,    0.43
773,2:10:19:208,   15.64,    0.17,    9.45,    0.04,    1.20,    0.96,    0.11
774,2:10:20:218,   17.77,    0.15,    9.17,    0.05,    0.07,    0.31,    0.15
775,2:10:21:224,   22.37,    0.49,    7.89,    0.06,    0.12,    2.66,    0.22
776,2:10:22:229,   22.02,    0.39,    7.87,    0.08,    0.14,    7.94,    0.21
777,2:10:23:237,   23.08,    0.72,    7.77,    0.36,    0.12,    7.86,    0.56
778,2:10:24:237,   23.51,    0.88,    7.85,    0.43,    0.32,    7.94,    0.62
779,2:10:25:245,   22.43,    0.50,    7.78,    0.13,    0.41,    7.71,    0.40
780,2:10:26:254,   22.03,    0.46,    7.71,    0.07,    0.26,    7.85,    0.17
781,2:10:27:258,   22.04,    0.31,    7.80,    0.06,    0.09,    7.90,    0.17
782,2:10:28:260,   22.47,    0.59,    7.69,    0.33,    0.17,    7.90,    0.48
783,2:10:29:264,   14.20,    0.10,    0.24,    0.03,    0.31,    7.90,    0.10
784,2:10:30:265,   14.38,    0.10,    0.30,    0.04,    0.06,    8.63,    0.11
785,2:10:31:270,   14.96,    0.15,    0.48,    0.04,    0.09,    8.74,    0.14
786,2:10:32:279,   14.66,    0.12,    0.26,    0.04,    0.09,    8.81,    0.10
787,2:10:33:288,   15.99,    0.40,    0.45,    0.24,    0.07,    8.96,    0.35
788,2:10:34:291,   21.45,    0.57,    5.56,    0.28,    0.26,    9.07,    0.42
789,2:10:35:296,   22.85,    0.37,    8.14,    0.14,    0.34,    8.49,    0.24
790,2:10:36:305,   22.94,    0.41,    8.11,    0.07,    0.15,    8.10,    0.27
791,2:10:37:310,   22.61,    0.42,    7.89,    0.06,    0.13,    8.15,    0.29
792,2:10:38:314,   21.65,    0.50,    6.01,    0.26,    0.10,    8.12,    0.38
793,2:10:39:322,   16.52,    0.30,    9.46,    0.16,    0.71,    8.26,    0.26
794,2:10:40:323,   19.15,    0.20,    9.13,    0.07,    0.18,    0.72,    0.16
795,2:10:41:330,   22.86,    0.60,    7.75,    0.09,    0.07,    3.91,    0.32
796,2:10:42:338,   14.56,    0.12,    0.25,    0.03,    0.39,    8.20,    0.12
797,2:10:43:346,   15.00,    0.11,    0.28,    0.04,    0.10,    8.86,    0.12
798,2:10:44:346,   22.70,    0.90,    6.10,    0.44,    0.16,    9.05,    0.66
799,2:10:45:356,   23.06,    0.42,    8.12,    0.15,    0.40,    8.32,    0.30
800,2:10:46:360,   25.66,    1.89,    8.01,    0.32,    0.20,    8.18,    1.17
801,2:10:47:362,   26.16,    2.60,    8.00,    0.39,    0.41,    8.03,    0.96
802,2:10:48:368,   24.26,    1.19,    7.97,    0.38,    0.25,    7.95,    0.68
803,2:10:49:370,   18.80,    0.66,    8.97,    0.37,    0.38,    8.02,    0.54
804,2:10:50:376,   18.95,    0.17,    9.16,    0.05,    0.47,    2.39,    0.11
805,2:10:51:382,   19.85,    0.50,    5.42,    0.05,    0.09,    3.60,    0.18
806,2:10:52:384,   15.71,    0.29,    6.61,    0.10,    0.09,    8.28,    0.21
807,2:10:53:393,   15.48,    0.12,    8.01,    0.05,    0.22,    1.40,    0.12
808,2:10:54:396,   16.55,    0.64,    2.63,    0.41,    0.14,    0.27,    0.58
809,2:10:55:396,   15.78,    0.34,    0.53,    0.11,    0.38,    6.11,    0.25
810,2:10:56:396,    8.74,    0.30,    0.60,    0.09,    0.88,    7.26,    0.25
811,2:10:57:401,   11.00,    1.35,    1.78,    0.86,    0.13,    3.50,    1.18
812,2:10:58:402,   25.70,    1.98,    5.17,    1.45,    1.21,    1.78,    1.74
813,2:10:59:406,   30.33,    1.73,    8.05,    1.27,    4.31,    5.44,    1.51
814,2:11:0:413,   31.05,    2.24,    7.61,    1.95,    4.56,    7.42,    2.14
815,2:11:1:418,   23.73,    0.86,    8.01,    0.34,    4.20,    7.46,    0.51
816,2:11:2:420,   23.36,    0.59,    8.00,    0.33,    0.25,    8.05,    0.46
817,2:11:3:427,   23.23,    0.59,    7.96,    0.35,    0.22,    7.99,    0.47
818,2:11:4:435,   23.25,    0.65,    7.96,    0.32,    0.34,    7.98,    0.44
819,2:11:5:438,   19.97,    0.57,    4.91,    0.27,    0.25,    8.02,    0.40
820,2:11:6:446,   22.78,    0.51,    7.95,    0.15,    0.20,    8.21,    0.34
821,2:11:7:451,   23.06,    0.53,    7.93,    0.28,    0.15,    8.02,    0.41
822,2:11:8:455,   23.30,    0.62,    7.89,    0.34,    0.25,    7.97,    0.45
823,2:11:9:461,   25.73,    1.30,    7.80,    0.73,    0.38,    7.93,    1.01
824,2:11:10:466,   21.46,    0.38,    7.19,    0.11,    1.38,    7.84,    0.27
825,2:11:11:475,   16.11,    0.29,    1.76,    0.11,    0.17,    7.85,    0.11
826,2:11:12:483,   14.69,    0.12,    0.33,    0.04,    0.08,    8.50,    0.12
827,2:11:13:492,   14.92,    0.14,    0.30,    0.06,    0.13,    8.79,    0.14
828,2:11:14:492,   15.85,    0.41,    0.65,    0.23,    0.18,    9.07,    0.35
829,2:11:15:501,   17.27,    0.19,    2.26,    0.07,    0.20,    9.02,    0.13
830,2:11:16:508,   22.90,    0.40,    8.17,    0.06,    0.08,    8.92,    0.25
831,2:11:17:516,   22.90,    0.40,    8.07,    0.09,    0.09,    8.21,    0.25
832,2:11:18:523,   22.66,    0.27,    8.05,    0.06,    0.10,    8.12,    0.17
833,2:11:19:526,   24.75,    1.11,    8.05,    0.61,    0.18,    8.13,    0.78
834,2:11:20:533,   21.51,    0.35,    8.15,    0.13,    0.54,    8.00,    0.24
835,2:11:21:538,   20.29,    0.32,    8.78,    0.03,    0.14,    6.74,    0.15
836,2:11:22:543,   22.40,    0.46,    7.97,    0.07,    0.08,    5.37,    0.25
837,2:11:23:552,   22.38,    0.31,    7.97,    0.07,    0.07,    7.93,    0.17
838,2:11:24:559,   23.42,    0.68,    7.96,    0.32,    0.20,    8.02,    0.47
839,2:11:25:566,   22.06,    0.28,    7.94,    0.05,    0.24,    7.99,    0.13
840,2:11:26:567,   22.34,    0.47,    8.03,    0.05,    0.07,    8.01,    0.13
841,2:11:27:572,   22.24,    0.33,    7.97,    0.07,    0.07,    7.95,    0.16
842,2:11:28:575,   22.36,    0.38,    7.97,    0.07,    0.17,    7.98,    0.19
843,2:11:29:579,   22.89,    1.01,    6.57,    0.61,    0.16,    7.95,    0.84
844,2:11:30:579,   24.66,    0.90,    7.91,    0.39,    0.55,    8.09,    0.71
845,2:11:31:581,   26.16,    1.83,    7.79,    0.40,    1.00,    7.90,    1.05
846,2:11:32:586,   22.28,    0.47,    7.80,    0.09,    1.05,    7.77,    0.20
847,2:11:33:593,   22.11,    0.44,    7.77,    0.09,    0.14,    7.82,    0.21
848,2:11:34:600,   22.67,    0.59,    7.74,    0.35,    0.15,    7.85,    0.46
849,2:11:35:605,   21.60,    0.24,    7.76,    0.05,    0.24,    7.84,    0.13
850,2:11:36:610,   22.07,    0.41,    7.77,    0.08,    0.06,    7.81,    0.23
851,2:11:37:617,   21.96,    0.31,    7.84,    0.13,    0.15,    7.80,    0.18
852,2:11:38:624,   21.98,    0.28,    7.84,    0.08,    0.10,    7.85,    0.15
853,2:11:39:624,   21.86,    0.95,    6.08,    0.59,    0.14,    7.94,    0.76
854,2:11:40:633,   16.80,    0.26,    2.18,    0.11,    0.51,    7.90,    0.18
855,2:11:41:642,   21.05,    0.59,    8.03,    0.11,    0.12,    8.49,    0.33
856,2:11:42:644,   15.21,    0.21,    7.75,    0.05,    0.41,    5.57,    0.13
857,2:11:43:645,   16.13,    0.13,    7.95,    0.05,    0.11,    0.38,    0.17
858,2:11:44:646,   16.01,    0.28,    8.03,    0.16,    0.65,    0.35,    0.24
859,2:11:45:655,   13.12,    0.23,    2.98,    0.06,    0.13,    0.47,    0.26
860,2:11:46:658,    6.50,    0.72,    1.04,    0.37,    0.61,    3.15,    0.61
861,2:11:47:658,   24.65,    2.41,    5.34,    1.89,    0.50,    1.06,    2.23
862,2:11:48:667,   21.54,    0.95,    4.84,    0.97,    4.21,    3.31,    0.87
863,2:11:49:676,   21.81,    1.21,    3.54,    0.88,    4.19,    3.46,    1.05
864,2:11:50:679,   23.66,    1.81,    3.17,    1.64,    4.27,    4.66,    1.85
865,2:11:51:682,   15.27,    0.38,    0.95,    0.14,    3.65,    5.68,    0.28
866,2:11:52:684,   16.27,    0.41,    3.09,    0.17,    0.42,    6.62,    0.37
867,2:11:53:689,   16.05,    0.78,    2.40,    0.38,    0.98,    4.59,    0.63
868,2:11:54:689,    6.80,    0.25,    1.26,    0.06,    0.40,    5.14,    0.37
869,2:11:55:698,   25.23,    3.03,    4.01,    2.04,    1.16,    0.67,    2.55
870,2:11:56:703,   26.14,    2.51,    5.03,    1.67,    4.06,    3.92,    2.40
871,2:11:57:706,   25.38,    3.20,    4.05,    2.47,    4.63,    3.68,    2.87
872,2:11:58:710,   23.30,    2.73,    3.66,    2.23,    3.89,    4.12,    2.55
873,2:11:59:719,   23.64,    2.83,    3.64,    2.26,    3.84,    3.71,    2.58
874,2:12:0:719,   26.71,    3.33,    4.24,    2.59,    3.97,    3.75,    2.99
