AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.3.521.0,

PROFILE DETAILS
CPU Details:,Family(0x19) Model(0x44)
Sampling Interval:,1000 milli-seconds
Profile Start Time:,Sep-02-2026_01-57-22,
Profile Duration:,4000 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
36.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
38.,core0-power,Power,W,Core0-Average Power reported in Watts.
40.,core1-power,Power,W,Core1-Average Power reported in Watts.
42.,core2-power,Power,W,Core2-Average Power reported in Watts.
44.,core3-power,Power,W,Core3-Average Power reported in Watts.
46.,core4-power,Power,W,Core4-Average Power reported in Watts.
48.,core5-power,Power,W,Core5-Average Power reported in Watts.

PROFILE RECORDS
RecordId,Timestamp,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power
273,2:1:56:811,   30.09,    5.30,    5.31,    3.90,    3.97,    5.07,    4.57
274,2:1:57:815,   30.93,    5.26,    5.51,    4.07,    4.06,    5.25,    4.67
275,2:1:58:822,   16.49,    2.53,    2.81,    1.92,    4.23,    5.30,    2.37
276,2:1:59:831,   30.81,    5.07,    5.35,    4.05,    2.07,    2.69,    4.60
277,2:2:0:834,   25.42,    4.20,    4.39,    3.10,    4.16,    5.36,    3.61
278,2:2:1:838,   29.70,    5.01,    5.20,    3.79,    3.36,    4.40,    4.45
279,2:2:2:843,   24.89,    4.14,    4.27,    3.10,    4.03,    5.04,    3.64
280,2:2:3:848,   30.96,    5.38,    5.40,    4.06,    3.37,    4.15,    4.65
281,2:2:4:849,   26.81,    4.56,    4.67,    3.42,    4.23,    5.41,    4.05
282,2:2:5:852,   24.63,    3.80,    4.07,    2.82,    3.60,    4.60,    3.30
283,2:2:6:854,   14.01,    1.01,    1.48,    0.72,    2.93,    4.28,    0.67
284,2:2:7:861,    9.59,    0.32,    0.44,    0.11,    3.55,    1.60,    0.13
285,2:2:8:866,    9.39,    0.18,    0.35,    0.07,    3.41,    0.89,    0.12
286,2:2:9:868,   26.20,    3.86,    3.90,    3.43,    3.45,    0.89,    3.44
287,2:2:10:876,   10.17,    0.26,    0.52,    0.07,    4.94,    3.97,    0.15
288,2:2:11:877,   10.06,    0.23,    0.35,    0.08,    3.72,    0.97,    0.13
289,2:2:12:885,   13.40,    1.13,    1.50,    0.94,    3.73,    0.96,    1.10
290,2:2:13:887,   12.23,    0.73,    0.67,    0.47,    3.65,    1.65,    0.43
291,2:2:14:893,   19.12,    2.99,    3.29,    2.17,    3.93,    1.36,    2.73
292,2:2:15:900,   27.98,    4.75,    4.84,    3.51,    2.41,    3.12,    4.11
293,2:2:16:909,   25.91,    4.32,    4.44,    3.27,    3.64,    4.90,    3.81
294,2:2:17:914,   32.05,    5.22,    5.58,    4.24,    3.39,    4.61,    4.85
295,2:2:18:918,   29.24,    4.68,    5.06,    3.76,    4.43,    5.60,    4.37
296,2:2:19:927,   29.59,    4.68,    5.10,    3.76,    3.91,    5.01,    4.43
297,2:2:20:928,   26.76,    4.14,    4.54,    3.28,    3.96,    5.20,    3.85
298,2:2:21:935,   26.70,    3.87,    5.22,    3.00,    3.42,    4.62,    3.54
299,2:2:22:936,   25.50,    3.25,    5.50,    2.57,    2.23,    5.24,    3.17
300,2:2:23:936,   31.66,    5.03,    6.05,    4.06,    1.50,    5.62,    4.69
301,2:2:24:943,   32.72,    5.20,    6.14,    4.40,    2.67,    6.13,    4.97
302,2:2:25:952,   31.13,    4.70,    5.93,    3.76,    3.07,    5.97,    4.36
303,2:2:26:961,   25.20,    3.26,    5.49,    2.27,    2.45,    5.91,    2.83
304,2:2:27:969,   24.15,    2.78,    5.27,    1.86,    1.53,    5.65,    2.46
305,2:2:28:977,   26.92,    3.75,    5.72,    2.94,    1.52,    5.29,    3.54
306,2:2:29:985,   23.37,    2.43,    4.82,    1.64,    1.68,    5.81,    2.16
307,2:2:30:988,   26.58,    2.92,    4.20,    1.71,    2.00,    4.99,    2.25
308,2:2:31:988,   27.38,    3.18,    4.08,    2.13,    4.49,    4.62,    2.47
309,2:2:32:993,   30.01,    4.17,    5.84,    1.94,    4.39,    4.75,    3.03
310,2:2:33:996,   19.73,    1.87,    4.90,    0.35,    3.58,    5.68,    0.94
311,2:2:35:000,   24.10,    3.21,    4.55,    2.02,    0.33,    4.61,    2.64
312,2:2:36:008,   25.93,    3.10,    4.27,    1.67,    2.05,    4.72,    2.53
313,2:2:37:016,   29.88,    3.39,    4.54,    2.99,    4.13,    4.60,    2.93
314,2:2:38:024,   25.56,    2.98,    4.06,    2.44,    4.73,    4.63,    2.80
315,2:2:39:024,   26.53,    3.17,    4.50,    1.87,    4.09,    3.99,    2.61
316,2:2:40:033,   27.63,    3.40,    5.10,    1.78,    4.39,    4.50,    2.53
317,2:2:41:042,   30.81,    3.98,    6.08,    1.84,    4.36,    4.45,    2.62
318,2:2:42:047,   21.97,    1.57,    4.81,    1.30,    4.48,    5.28,    1.57
319,2:2:43:055,   21.76,    2.60,    3.68,    0.98,    2.35,    4.16,    1.69
320,2:2:44:056,   23.59,    2.79,    4.14,    1.95,    0.73,    6.18,    2.49
321,2:2:45:061,   27.17,    3.12,    4.64,    1.87,    3.19,    3.97,    2.44
322,2:2:46:063,   27.43,    3.29,    4.84,    2.45,    4.45,    4.37,    2.84
323,2:2:47:066,   27.22,    3.35,    4.73,    2.22,    4.24,    4.37,    2.56
324,2:2:48:073,   27.34,    3.17,    4.67,    2.30,    4.35,    4.56,    3.04
325,2:2:49:076,   26.53,    3.29,    4.56,    1.99,    4.23,    4.00,    2.75
326,2:2:50:081,   27.86,    3.51,    4.65,    2.35,    4.22,    4.86,    3.02
327,2:2:51:087,   26.96,    3.15,    4.61,    2.05,    4.29,    4.80,    2.69
328,2:2:52:091,   26.31,    3.25,    4.31,    2.34,    4.40,    4.28,    2.68
329,2:2:53:093,   25.67,    3.10,    4.06,    2.43,    4.21,    4.44,    2.96
330,2:2:54:094,   25.47,    3.11,    4.32,    2.47,    4.24,    3.94,    2.90
331,2:2:55:099,   23.13,    2.71,    3.65,    2.06,    4.09,    4.02,    2.40
332,2:2:56:099,   24.54,    2.98,    4.12,    2.38,    3.97,    3.67,    2.87
333,2:2:57:107,   27.58,    3.39,    4.42,    2.79,    3.95,    3.80,    3.07
334,2:2:58:109,   26.27,    3.27,    4.31,    2.59,    4.28,    4.30,    2.84
335,2:2:59:112,   29.48,    3.71,    4.88,    3.01,    4.11,    4.16,    3.56
336,2:3:0:113,   29.90,    3.77,    4.89,    3.13,    4.85,    4.64,    3.61
337,2:3:1:119,   28.04,    3.53,    4.23,    3.03,    4.92,    4.78,    3.38
338,2:3:2:126,   28.87,    3.70,    4.75,    3.08,    4.60,    4.38,    3.46
339,2:3:3:133,   24.47,    2.91,    3.93,    2.39,    4.43,    4.65,    2.58
340,2:3:4:135,   27.65,    3.39,    4.24,    2.62,    4.05,    3.96,    2.90
341,2:3:5:141,   23.50,    2.83,    3.97,    2.20,    4.08,    4.16,    2.75
342,2:3:6:150,   26.11,    3.13,    4.34,    2.43,    4.03,    3.64,    2.71
343,2:3:7:157,   25.90,    3.00,    4.07,    2.11,    4.12,    4.18,    2.52
344,2:3:8:162,   25.87,    3.08,    4.11,    2.47,    4.32,    4.57,    2.82
345,2:3:9:171,   25.42,    2.83,    3.95,    2.02,    4.32,    4.37,    2.53
346,2:3:10:180,   26.22,    3.19,    4.12,    2.54,    4.14,    4.14,    2.87
347,2:3:11:186,   23.58,    2.63,    3.91,    2.10,    4.07,    4.32,    2.39
348,2:3:12:191,   26.45,    3.20,    4.51,    2.30,    4.01,    3.69,    2.83
349,2:3:13:200,   25.37,    2.85,    4.42,    2.15,    4.26,    4.36,    2.54
350,2:3:14:208,   26.60,    3.08,    4.57,    1.62,    4.30,    4.01,    2.39
351,2:3:15:212,   27.42,    3.43,    4.74,    1.65,    4.45,    4.61,    2.41
352,2:3:16:218,   29.37,    3.30,    5.45,    1.57,    4.48,    5.09,    2.36
353,2:3:17:222,   26.21,    2.26,    5.26,    1.49,    4.18,    6.01,    1.93
354,2:3:18:229,   23.00,    1.51,    4.60,    1.00,    4.31,    5.36,    1.23
355,2:3:19:238,   22.56,    1.44,    4.55,    0.89,    4.44,    5.01,    1.16
356,2:3:20:240,   22.02,    1.13,    3.90,    0.75,    4.43,    4.83,    1.04
357,2:3:21:248,   25.67,    2.23,    4.37,    1.48,    4.50,    5.47,    1.99
358,2:3:22:255,   26.98,    2.80,    4.48,    1.36,    4.43,    5.79,    2.09
359,2:3:23:255,   23.09,    1.33,    4.64,    0.74,    4.35,    5.93,    0.99
360,2:3:24:258,   27.85,    2.73,    4.47,    1.90,    4.52,    4.75,    2.29
361,2:3:25:260,   28.73,    3.62,    4.74,    2.65,    4.66,    5.23,    3.01
362,2:3:26:267,   28.71,    3.19,    4.64,    2.69,    4.41,    5.00,    2.93
363,2:3:27:270,   26.84,    3.19,    4.64,    1.98,    4.65,    4.33,    2.41
364,2:3:28:274,   29.36,    3.34,    5.57,    1.74,    4.34,    4.27,    2.39
365,2:3:29:275,   25.37,    2.15,    5.21,    1.31,    4.32,    5.58,    1.77
366,2:3:30:280,   21.02,    1.22,    1.95,    0.92,    4.16,    4.20,    1.23
367,2:3:31:282,   26.35,    2.53,    5.79,    1.34,    4.33,    5.00,    1.86
368,2:3:32:284,   23.79,    1.47,    4.41,    1.00,    4.52,    4.03,    1.30
369,2:3:33:289,   26.12,    2.80,    4.14,    1.33,    4.62,    4.71,    1.86
370,2:3:34:298,   24.66,    2.96,    3.97,    2.11,    4.42,    5.24,    2.57
371,2:3:35:306,   28.67,    3.18,    4.28,    2.85,    4.10,    4.13,    2.76
372,2:3:36:308,   27.40,    3.42,    5.03,    1.84,    4.52,    4.75,    2.62
373,2:3:37:315,   30.29,    3.13,    6.11,    1.74,    4.41,    4.56,    2.51
374,2:3:38:317,   25.16,    1.84,    6.17,    0.94,    4.17,    5.72,    1.38
375,2:3:39:326,   21.93,    1.53,    3.72,    1.08,    4.40,    3.38,    1.28
376,2:3:40:326,   27.95,    2.84,    5.52,    1.92,    4.28,    3.90,    2.44
377,2:3:41:335,   23.62,    1.70,    5.36,    0.95,    4.25,    4.42,    1.18
378,2:3:42:340,   24.28,    1.50,    5.30,    1.15,    4.59,    4.07,    1.39
379,2:3:43:349,   23.86,    1.44,    3.88,    1.09,    4.51,    3.65,    1.35
380,2:3:44:349,   25.58,    2.80,    4.03,    1.25,    4.70,    5.23,    1.97
381,2:3:45:349,   28.75,    3.65,    4.72,    2.87,    4.43,    5.23,    3.27
382,2:3:46:352,   33.21,    4.42,    5.45,    3.68,    4.31,    4.45,    4.04
383,2:3:47:358,   28.08,    3.42,    4.61,    2.17,    4.19,    5.38,    2.78
384,2:3:48:366,   31.50,    4.17,    5.38,    2.72,    4.33,    4.75,    3.31
385,2:3:49:374,   24.12,    2.16,    4.85,    1.24,    3.82,    5.45,    1.65
386,2:3:50:383,   25.74,    2.60,    4.76,    1.27,    4.27,    3.46,    1.64
387,2:3:51:385,   24.25,    1.85,    4.98,    1.34,    4.27,    4.98,    1.76
388,2:3:52:391,   27.73,    3.58,    4.73,    2.54,    4.53,    3.47,    2.90
389,2:3:53:391,   26.31,    3.01,    4.53,    1.84,    4.25,    4.82,    2.49
390,2:3:54:396,   27.98,    3.14,    4.55,    2.90,    3.98,    4.26,    3.02
391,2:3:55:406,   29.95,    3.46,    5.16,    1.62,    3.89,    4.21,    2.58
392,2:3:56:416,   28.13,    2.47,    4.73,    1.64,    4.41,    5.09,    3.19
393,2:3:57:420,   24.93,    1.98,    3.54,    1.55,    4.29,    4.96,    2.14
394,2:3:58:423,   29.50,    2.86,    4.73,    3.26,    4.79,    3.87,    2.69
395,2:3:59:423,   25.79,    1.73,    5.20,    2.20,    4.27,    5.05,    1.47
396,2:4:0:432,   26.29,    3.01,    4.39,    1.67,    4.26,    4.46,    1.95
397,2:4:1:441,   27.36,    3.37,    4.75,    2.46,    4.27,    4.97,    3.07
398,2:4:2:447,   26.15,    3.06,    4.50,    1.63,    4.33,    4.59,    2.41
399,2:4:3:449,   26.60,    3.21,    4.28,    1.91,    4.29,    4.50,    2.55
400,2:4:4:453,   28.48,    2.89,    4.51,    2.50,    4.33,    4.60,    2.80
401,2:4:5:462,   28.46,    3.51,    5.86,    1.23,    4.54,    5.68,    2.10
402,2:4:6:463,   25.88,    2.19,    6.53,    1.76,    4.24,    5.74,    2.10
403,2:4:7:470,   25.41,    1.84,    5.50,    2.67,    4.56,    3.47,    1.66
404,2:4:8:477,   24.66,    1.74,    4.60,    2.78,    4.63,    4.13,    1.37
405,2:4:9:478,   22.51,    1.27,    7.39,    0.89,    3.73,    5.33,    1.15
406,2:4:10:485,   24.98,    2.27,    6.94,    1.86,    4.58,    2.16,    2.09
407,2:4:11:494,   22.72,    1.34,    7.23,    0.89,    4.70,    2.94,    1.25
408,2:4:12:500,   29.72,    3.60,    6.28,    1.99,    4.57,    2.31,    2.98
409,2:4:13:510,   25.29,    2.22,    3.80,    1.16,    4.31,    4.72,    1.67
410,2:4:14:510,   25.41,    3.08,    4.67,    1.87,    4.62,    5.30,    2.29
411,2:4:15:510,   26.87,    3.45,    4.38,    2.77,    4.30,    4.17,    3.15
412,2:4:16:520,   26.51,    3.30,    4.30,    2.60,    4.23,    4.23,    2.97
413,2:4:17:523,   26.91,    3.42,    4.35,    2.47,    4.31,    4.31,    2.85
414,2:4:18:529,   29.43,    3.97,    4.56,    3.73,    4.19,    4.37,    3.95
415,2:4:19:537,   24.67,    2.98,    4.00,    2.21,    4.48,    4.52,    2.70
416,2:4:20:542,   26.38,    3.37,    4.16,    2.63,    3.95,    3.77,    3.01
417,2:4:21:551,   24.12,    1.30,    5.02,    1.06,    4.09,    4.06,    1.29
418,2:4:22:557,   27.54,    3.29,    4.27,    2.76,    4.85,    4.15,    3.24
419,2:4:23:561,   24.86,    1.69,    3.21,    1.05,    4.29,    4.50,    1.39
420,2:4:24:569,   25.44,    2.91,    4.41,    2.12,    4.76,    5.93,    2.63
421,2:4:25:578,   24.51,    1.40,    6.13,    1.07,    4.16,    3.99,    1.31
422,2:4:26:587,   24.41,    1.49,    4.85,    1.05,    4.74,    3.12,    1.34
423,2:4:27:590,   25.92,    2.84,    4.41,    2.16,    4.67,    4.55,    2.57
424,2:4:28:590,   24.63,    2.38,    4.57,    1.82,    4.29,    4.07,    2.14
425,2:4:29:591,   27.85,    2.73,    4.29,    2.36,    4.26,    3.98,    2.56
426,2:4:30:595,   24.57,    2.52,    4.28,    2.16,    4.59,    5.17,    2.39
427,2:4:31:601,   24.44,    2.45,    4.54,    1.82,    4.29,    3.60,    2.21
428,2:4:32:601,   26.00,    3.17,    4.12,    2.53,    4.23,    3.73,    2.89
429,2:4:33:604,   26.37,    3.26,    4.31,    2.52,    4.27,    4.31,    2.92
430,2:4:34:606,   26.58,    3.28,    4.24,    2.41,    4.21,    4.33,    2.79
431,2:4:35:610,   23.91,    2.87,    3.75,    2.21,    4.24,    4.45,    2.56
432,2:4:36:613,   26.24,    3.16,    4.10,    2.52,    3.90,    3.85,    2.88
433,2:4:37:613,   26.71,    3.26,    4.35,    2.58,    4.20,    4.06,    3.13
434,2:4:38:617,   24.94,    3.08,    3.99,    2.43,    4.24,    4.19,    2.79
435,2:4:39:618,   26.60,    3.37,    4.17,    2.67,    4.05,    4.19,    3.11
436,2:4:40:620,   23.98,    2.83,    3.65,    2.24,    4.14,    4.18,    2.62
437,2:4:41:621,   24.66,    2.96,    3.87,    2.35,    3.98,    3.86,    2.72
438,2:4:42:623,   25.59,    3.07,    4.18,    2.43,    3.99,    3.86,    2.80
439,2:4:43:627,   24.82,    2.72,    3.66,    1.94,    4.07,    4.13,    2.24
440,2:4:44:632,   23.86,    2.70,    3.91,    1.99,    4.15,    4.23,    2.44
441,2:4:45:632,   26.36,    3.10,    4.17,    2.25,    3.97,    3.91,    2.66
442,2:4:46:633,   27.95,    3.45,    4.55,    2.84,    4.33,    4.79,    3.14
443,2:4:47:639,   25.69,    2.94,    4.40,    2.17,    4.38,    4.66,    2.56
444,2:4:48:641,   26.49,    3.22,    4.05,    2.56,    4.28,    4.15,    2.83
445,2:4:49:651,   24.81,    2.86,    3.78,    2.27,    4.34,    4.68,    2.57
446,2:4:50:656,   26.68,    3.04,    4.60,    1.88,    4.21,    4.06,    2.62
447,2:4:51:656,   29.10,    3.60,    5.24,    2.02,    4.46,    4.47,    2.67
448,2:4:52:657,   29.76,    4.06,    4.72,    2.00,    4.41,    5.12,    3.85
449,2:4:53:663,   27.02,    2.86,    3.99,    2.52,    3.50,    5.40,    2.73
450,2:4:54:671,   27.18,    3.06,    5.20,    1.80,    4.39,    4.34,    2.50
451,2:4:55:672,   25.01,    3.00,    4.10,    2.23,    4.33,    4.49,    2.72
452,2:4:56:676,   26.22,    3.19,    4.24,    2.36,    4.04,    4.15,    2.79
453,2:4:57:683,   24.65,    2.54,    4.33,    1.48,    4.17,    4.27,    2.33
454,2:4:58:682,   26.66,    3.20,    4.17,    2.50,    4.18,    4.29,    2.96
455,2:4:59:688,   25.83,    3.10,    4.54,    1.72,    4.10,    4.10,    2.50
456,2:5:0:695,   27.13,    3.31,    4.42,    2.03,    4.28,    4.35,    2.41
457,2:5:1:698,   30.74,    4.02,    5.31,    2.50,    4.38,    4.72,    3.37
458,2:5:2:698,   26.30,    2.83,    4.34,    2.13,    3.91,    5.20,    2.56
459,2:5:3:704,   26.93,    3.12,    5.31,    1.69,    4.27,    4.07,    2.31
460,2:5:4:710,   26.02,    3.01,    4.21,    2.29,    4.44,    4.18,    2.75
461,2:5:5:718,   25.17,    2.95,    4.04,    2.35,    4.18,    4.11,    2.66
462,2:5:6:718,   26.24,    3.27,    4.30,    2.39,    4.18,    4.04,    2.76
463,2:5:7:727,   27.28,    3.14,    4.43,    2.13,    4.24,    4.30,    2.77
464,2:5:8:737,   29.14,    3.68,    5.26,    2.35,    4.37,    4.53,    2.68
465,2:5:9:737,   30.77,    3.88,    4.65,    3.07,    4.37,    5.14,    3.57
466,2:5:10:746,   27.57,    2.99,    4.06,    2.89,    3.70,    4.90,    3.13
467,2:5:11:751,   27.39,    3.34,    4.96,    2.28,    4.32,    4.04,    2.84
468,2:5:12:752,   26.58,    3.19,    3.93,    2.61,    4.21,    4.51,    3.06
469,2:5:13:758,   24.32,    2.86,    3.76,    2.40,    4.12,    4.16,    2.65
470,2:5:14:759,   25.66,    2.93,    3.85,    1.99,    3.94,    3.74,    2.60
471,2:5:15:764,   20.47,    1.35,    2.95,    0.94,    4.42,    3.94,    1.16
472,2:5:16:772,   24.71,    2.65,    4.00,    1.95,    4.02,    4.18,    2.20
473,2:5:17:773,   22.79,    1.68,    3.71,    1.00,    4.29,    4.29,    1.17
474,2:5:18:782,   22.27,    1.40,    3.09,    1.37,    4.30,    4.52,    1.41
475,2:5:19:788,   22.97,    1.51,    4.53,    1.24,    4.29,    4.87,    1.33
476,2:5:20:790,   21.65,    1.25,    3.13,    1.07,    4.09,    3.99,    1.47
477,2:5:21:792,   21.44,    1.36,    2.21,    0.97,    4.16,    4.78,    1.38
478,2:5:22:795,   21.66,    1.23,    4.32,    0.93,    4.21,    5.67,    1.38
479,2:5:23:796,   20.04,    0.96,    4.15,    0.74,    4.21,    3.35,    1.05
480,2:5:24:798,   21.04,    1.18,    3.56,    0.61,    3.92,    3.25,    0.97
481,2:5:25:807,   17.45,    1.18,    1.97,    0.82,    4.14,    4.44,    1.14
482,2:5:26:811,   17.65,    1.82,    2.45,    1.52,    3.68,    3.53,    1.86
483,2:5:27:813,   26.83,    3.18,    4.25,    2.49,    3.36,    2.30,    2.87
484,2:5:28:815,   25.39,    2.54,    3.64,    1.95,    4.29,    4.44,    2.25
485,2:5:29:815,   24.66,    2.60,    4.71,    2.09,    4.43,    4.98,    2.49
486,2:5:30:823,   22.49,    1.51,    5.56,    1.31,    4.13,    3.50,    1.54
487,2:5:31:827,   25.04,    2.20,    5.09,    1.76,    4.43,    2.00,    2.13
488,2:5:32:831,   22.96,    1.42,    5.56,    1.03,    4.41,    3.34,    1.37
489,2:5:33:836,   21.15,    1.10,    6.00,    0.84,    4.37,    2.99,    0.83
490,2:5:34:845,   21.51,    1.38,    6.26,    1.08,    4.22,    1.43,    1.20
491,2:5:35:850,   20.63,    1.18,    3.29,    0.82,    4.03,    1.75,    1.02
492,2:5:36:855,   20.99,    1.05,    3.46,    0.79,    3.81,    4.20,    1.01
493,2:5:37:860,   23.71,    1.73,    4.11,    1.39,    4.05,    4.39,    1.62
494,2:5:38:869,   13.82,    1.41,    1.70,    1.19,    4.47,    3.82,    1.47
495,2:5:39:870,   26.00,    3.19,    4.13,    2.31,    2.82,    1.71,    2.90
496,2:5:40:874,   21.99,    1.96,    2.75,    1.28,    4.31,    4.18,    1.76
497,2:5:41:878,   24.63,    3.00,    3.85,    2.36,    4.05,    4.05,    2.80
498,2:5:42:887,   26.14,    3.19,    4.27,    2.58,    4.08,    3.68,    2.94
499,2:5:43:887,   26.22,    3.24,    4.12,    2.70,    4.24,    4.02,    2.96
500,2:5:44:888,   29.06,    3.38,    4.21,    3.05,    4.21,    4.21,    3.27
501,2:5:45:894,   28.74,    3.57,    4.06,    3.16,    4.15,    4.56,    3.33
502,2:5:46:900,   21.86,    1.26,    3.43,    0.91,    4.09,    4.49,    1.20
503,2:5:47:901,   22.97,    1.50,    4.91,    1.15,    4.39,    4.73,    1.33
504,2:5:48:906,   20.17,    0.96,    2.65,    0.76,    4.38,    3.40,    0.98
505,2:5:49:913,   21.14,    1.08,    6.19,    0.79,    3.72,    4.96,    1.02
506,2:5:50:916,   23.01,    1.44,    4.57,    1.36,    4.28,    1.40,    1.37
507,2:5:51:918,   25.18,    1.83,    2.64,    1.64,    4.32,    3.41,    1.75
508,2:5:52:920,   19.56,    1.65,    2.31,    1.09,    4.31,    5.38,    1.41
509,2:5:53:927,   22.64,    2.50,    3.06,    2.20,    3.60,    3.49,    2.34
510,2:5:54:932,   26.11,    3.14,    3.88,    2.64,    3.97,    2.98,    2.89
511,2:5:55:937,   24.85,    2.90,    3.71,    2.28,    3.94,    3.90,    2.63
512,2:5:56:938,   26.05,    3.14,    3.90,    2.20,    4.06,    3.70,    2.67
513,2:5:57:946,   28.25,    3.27,    4.79,    2.52,    4.10,    3.77,    2.84
514,2:5:58:953,   27.86,    3.46,    4.30,    2.81,    4.44,    4.11,    3.14
515,2:5:59:958,   25.15,    2.29,    3.23,    1.80,    4.10,    4.23,    1.98
516,2:6:0:959,   16.34,    1.37,    2.49,    0.91,    4.52,    4.65,    1.15
517,2:6:1:967,   21.51,    2.45,    2.97,    1.80,    3.22,    1.76,    2.11
518,2:6:2:967,   25.69,    2.84,    4.76,    1.96,    3.59,    3.16,    2.35
519,2:6:3:967,   17.50,    1.68,    2.10,    1.21,    4.08,    3.74,    1.58
520,2:6:4:974,   13.63,    1.27,    1.73,    0.78,    3.45,    2.12,    1.06
521,2:6:5:977,   19.53,    2.55,    2.78,    1.79,    2.88,    1.66,    2.24
522,2:6:6:985,   25.18,    3.62,    3.71,    2.82,    3.62,    2.60,    3.18
523,2:6:7:993,   31.70,    4.98,    5.00,    4.27,    4.20,    3.68,    4.57
524,2:6:8:998,   31.02,    4.72,    4.77,    4.17,    4.99,    5.02,    4.22
525,2:6:10:005,   32.23,    5.09,    5.00,    4.40,    4.79,    4.75,    4.64
526,2:6:11:009,   24.12,    3.37,    3.59,    2.76,    5.07,    4.99,    2.96
527,2:6:12:011,   33.13,    5.17,    5.15,    4.45,    4.03,    3.53,    4.73
528,2:6:13:011,   33.76,    5.44,    5.50,    4.71,    5.06,    5.13,    4.95
529,2:6:14:020,   31.08,    4.94,    4.99,    4.23,    5.23,    5.42,    4.51
530,2:6:15:024,   30.92,    4.67,    4.92,    4.10,    4.92,    4.97,    4.42
531,2:6:16:028,   30.51,    3.85,    5.36,    3.34,    5.02,    4.92,    3.72
532,2:6:17:037,   27.09,    2.64,    5.15,    2.04,    4.38,    5.22,    2.53
533,2:6:18:046,   27.37,    2.78,    5.22,    2.16,    4.65,    5.18,    2.60
534,2:6:19:049,   27.12,    2.88,    5.12,    2.13,    4.64,    5.32,    2.59
535,2:6:20:050,   30.06,    3.82,    5.47,    3.16,    4.51,    5.22,    3.69
536,2:6:21:056,   28.99,    3.27,    4.91,    3.27,    4.50,    5.49,    2.93
537,2:6:22:058,   26.25,    2.59,    5.01,    1.92,    4.54,    4.92,    2.48
538,2:6:23:064,   27.58,    2.95,    4.37,    2.28,    4.60,    4.94,    2.75
539,2:6:24:066,   22.88,    2.15,    3.36,    1.65,    4.48,    4.82,    1.99
540,2:6:25:068,   22.50,    1.64,    4.14,    1.25,    3.95,    4.14,    1.77
541,2:6:26:070,   25.97,    2.57,    5.21,    2.12,    4.12,    3.83,    2.35
542,2:6:27:073,   21.79,    1.27,    5.85,    0.93,    4.45,    3.43,    1.21
543,2:6:28:082,   22.47,    1.52,    5.10,    1.29,    4.27,    2.29,    1.48
544,2:6:29:091,   20.40,    1.04,    2.48,    0.75,    4.37,    2.75,    0.98
545,2:6:30:094,   17.24,    0.96,    2.04,    0.74,    4.34,    4.31,    0.97
546,2:6:31:098,   15.67,    1.71,    2.12,    1.42,    3.67,    3.08,    1.68
547,2:6:32:098,   25.87,    2.99,    4.10,    2.45,    3.06,    2.22,    2.68
548,2:6:33:099,   29.02,    3.50,    5.38,    2.63,    4.25,    4.01,    2.97
549,2:6:34:104,   26.76,    3.11,    4.58,    1.96,    4.59,    4.80,    2.75
550,2:6:35:107,   26.78,    3.19,    4.39,    2.59,    4.26,    4.67,    3.00
551,2:6:36:112,   23.36,    1.97,    4.50,    1.36,    4.19,    4.08,    1.74
552,2:6:37:119,   26.26,    2.71,    4.33,    2.19,    4.11,    3.69,    2.48
553,2:6:38:125,   22.45,    1.45,    4.02,    1.15,    4.46,    4.65,    1.41
554,2:6:39:130,   21.74,    1.34,    1.93,    0.93,    4.29,    4.33,    1.29
555,2:6:40:135,   21.72,    1.32,    2.19,    1.02,    4.45,    5.82,    1.29
556,2:6:41:136,   17.34,    1.30,    2.96,    0.89,    4.47,    4.86,    1.19
557,2:6:42:137,   14.88,    1.46,    2.08,    1.12,    3.62,    2.11,    1.44
558,2:6:43:141,   18.91,    1.58,    2.30,    1.35,    2.91,    1.97,    1.56
559,2:6:44:142,   14.61,    1.35,    2.11,    1.09,    3.67,    3.45,    1.23
560,2:6:45:148,   24.85,    2.85,    4.06,    2.22,    2.87,    1.89,    2.71
561,2:6:46:152,   22.01,    2.34,    4.02,    1.80,    4.02,    3.91,    2.08
562,2:6:47:154,   11.35,    0.97,    1.26,    0.73,    3.89,    3.01,    0.96
563,2:6:48:156,   25.94,    3.40,    4.10,    2.80,    2.60,    1.32,    3.02
564,2:6:49:162,   25.62,    2.71,    3.82,    2.19,    4.02,    4.16,    2.55
565,2:6:50:169,   25.72,    2.77,    4.26,    2.12,    4.23,    4.64,    2.51
566,2:6:51:174,   22.60,    1.32,    5.64,    1.04,    4.38,    4.34,    1.23
567,2:6:52:176,   21.53,    1.24,    5.42,    0.88,    4.43,    2.83,    1.16
568,2:6:53:178,   21.33,    1.35,    3.65,    0.95,    4.40,    2.14,    1.30
569,2:6:54:179,   20.30,    1.49,    2.74,    1.08,    4.27,    3.52,    1.36
570,2:6:55:182,   11.21,    1.03,    1.35,    0.86,    3.86,    3.68,    0.96
571,2:6:56:191,   14.84,    1.58,    1.97,    1.26,    2.40,    1.25,    1.44
572,2:6:57:191,   11.53,    1.01,    1.31,    0.65,    2.90,    1.91,    0.96
573,2:6:58:192,   25.44,    3.74,    3.98,    3.10,    2.55,    1.34,    3.36
